Schwefel’s function,5299.12,3653.28,3922.89,3377.92,4717.91,2882.36,3759.63,3978.3,3421.91,5618.34,4562.97,3596.69,4340.8,5078.45,4490.33,3845.57,4780.72,4651.55,4198.33,3266.32,4281.67,4410.04,4676.97,4369.01,5116.22,4163.1,3793.12,4441.02,3494.14,3175.56
1st De Jong’s function,31182.4,35823.2,37739.6,37891.7,32584.3,19815.6,31044.8,41069.8,24685.5,41529.6,25365.3,42675.9,23523.2,25668.9,26914.9,40041.7,38293.4,42483.4,40237.3,31351.1,29276.3,34047.5,23266,44112.1,39169.3,35783.4,20411.5,35204.3,49366.4,43603.4
Rosenbrock,1.82003e+10,1.57889e+10,1.01263e+10,1.07448e+10,1.71704e+10,1.87289e+10,2.6218e+10,6.0359e+09,3.11534e+10,1.15898e+10,2.90264e+10,1.63477e+10,1.88238e+10,9.88134e+09,3.54772e+10,1.57229e+10,1.86592e+10,6.99519e+09,2.06087e+10,1.65739e+10,1.20654e+10,1.33344e+10,2.78407e+10,2.15749e+10,1.71927e+10,1.2473e+10,6.55147e+09,2.46614e+10,2.38582e+10,6.20625e+09
Rastrigin,346151,411515,173720,159505,309548,316855,179852,391016,243618,220080,303452,358962,313579,423989,314120,331881,211199,284679,235059,289977,528747,366736,304606,311795,333355,292027,276512,475845,222856,325814
Griewangk,218.827,217.707,276.198,238.415,171.818,285.756,261.887,190.006,200.42,220.506,186.948,180.254,155.119,211.368,283.094,203.987,270.442,326.065,319.857,235.419,169.939,182.027,213.929,206.807,253.675,256.613,281.282,189.103,109.448,99.5062
Sine Envelope Sine Wave,-5.70771,-6.30219,-6.19129,-7.68672,-6.77161,-6.35595,-6.25856,-6.15792,-7.0657,-5.49018,-6.43,-6.74061,-6.6799,-6.44168,-7.16419,-6.50363,-6.65252,-6.74729,-6.41498,-6.1904,-6.54043,-7.24894,-6.83275,-5.41124,-6.12877,-6.34825,-8.12153,-8.16168,-6.09041,-6.78998
Stretched V Sine Wave,27.4716,29.1092,35.071,32.5491,24.4353,30.6892,32.8641,24.6133,25.0571,33.1909,25.5222,32.9954,18.8704,27.6476,25.2574,23.5681,31.6126,38.8829,32.8727,30.392,27.418,21.4121,30.3705,22.998,28.8135,31.4522,30.6923,23.8746,27.3219,24.259
Ackley’s One,220.95,183.716,156.428,196.835,272.247,125.521,138.699,204.311,141.263,164.548,171.452,158.839,154.712,202.878,162.979,183.587,186.956,182.257,201.218,168.643,188.151,217.286,146.843,155.312,171.699,154.763,181.088,161.536,140.314,185.804
Ackley’s Two,183.743,179.186,167.465,171.872,179.336,182.214,181.748,172.177,157.683,185.219,173.798,177.333,171.338,180.652,187.65,188.902,178.779,182.023,189.239,167.561,190.504,190.491,186.93,191.069,179.383,187.998,183.817,189.118,166.386,180.888
Egg Holder,187.115,364.472,408.018,477.413,1386.29,-206.865,862.399,678.177,-390.096,-478.266,1015.27,571.313,-379.856,938.993,-634.724,-1232.6,-1.5719,-493.897,687.789,136.081,-483.591,-984.71,-599.282,-580.399,141.868,-16.2854,-485.7,-872.705,532.553,-1244.9
