,,,,,,,,,,,,,,,,,
8847.8662,46265.52,2.4215278e+10,1068901.8,334.52654,-26.176114,68.992105,387.69337,520.69976,-5638.516,-3502.7332,12.2805,-8.0956857,-1.0383636,3.1056179e+09,165.15213,50724.471,541.01116
7562.4906,46265.52,2.4215278e+10,1068901.8,334.52654,-26.176114,68.992105,387.69337,520.69976,-7796.2719,-3502.7332,10.134538,-8.0956857,-1.0383636,3.1056179e+09,165.15213,50724.471,541.01116
6102.9551,46265.52,2.4215278e+10,1068901.8,334.52654,-26.176114,68.992105,387.69337,520.69976,-8617.5819,-5546.8797,8.5446079,-8.0956857,-1.0383636,3.1056179e+09,165.15213,50724.471,541.01116
6102.9551,30708.845,1.2581865e+10,745068.03,208.33922,-26.176114,64.843062,318.70955,520.69976,-9597.1271,-5546.8797,5.9021397,-8.6994898,-2.4654453,9.5938738e+08,160.6713,38437.913,541.01116
5263.6274,26097.627,7.0416919e+09,673363.06,208.33922,-27.490377,61.94444,318.70955,477.69463,-12618.04,-5546.8797,5.2501157,-8.6994898,-2.4654453,8.8048478e+08,112.33084,29984.173,460.827
4832.1247,18841.004,6.8692222e+09,590970.82,162.04785,-27.490377,61.94444,269.54872,477.69463,-12618.04,-5546.8797,4.4973237,-8.6994898,-2.4654453,7.5354157e+08,100.99658,28987.085,460.827
4203.0233,18841.004,5.553063e+09,517109.37,159.08159,-27.490377,58.038461,269.54872,454.77251,-12618.04,-5546.8797,4.1583774,-9.2616151,-2.4654453,7.5354157e+08,75.930665,18423.532,422.92162
4203.0233,18841.004,5.553063e+09,517109.37,149.69113,-27.490377,57.626736,269.54872,447.88871,-12618.04,-5546.8797,3.6085529,-9.2616151,-2.4654453,6.1004731e+08,75.930665,17627.687,412.21341
4157.212,15970.192,2.821265e+09,381943.03,112.84724,-27.490377,57.626736,238.21536,427.90132,-13552.714,-5546.8797,3.6085529,-9.2616151,-2.4654453,3.1380087e+08,64.334656,12899.594,365.58212
4063.0428,12620.456,1.9316393e+09,295230.69,84.588377,-27.847849,53.725621,227.88303,418.23577,-13552.714,-5546.8797,3.6085529,-10.077655,-2.4654453,2.5787399e+08,61.923949,10928.865,354.48086
3637.5662,12295.469,1.67211e+09,295230.69,60.698208,-28.926819,53.725621,211.77652,407.43178,-13552.714,-5546.8797,3.6085529,-10.077655,-2.4654453,1.1980347e+08,50.720769,9231.9226,354.2629
3637.5662,9809.5026,1.398771e+09,263585.54,34.922497,-28.926819,53.725621,203.45505,407.43178,-13552.714,-5546.8797,3.6057481,-10.077655,-2.4654453,1.1980347e+08,50.720769,6737.0829,352.80282
3637.5662,9534.6557,1.0363575e+09,245032.25,34.922497,-28.926819,53.725621,195.37105,387.93648,-13552.714,-5546.8797,3.6057481,-11.480454,-2.4654453,98692071,44.457604,6116.116,292.93315
3575.1726,7956.3429,9.9026733e+08,196777.83,29.136944,-29.071966,53.725621,183.23722,381.58254,-13691.332,-7177.5472,3.6052543,-11.480454,-2.6440844,86754632,42.871606,5163.1659,290.10555
3550.8694,6848.9076,7.4883944e+08,174253.99,24.708724,-29.071966,53.725621,163.41438,362.54376,-14341.358,-7177.5472,3.6052543,-11.480454,-2.6440844,57829465,32.011044,4018.0992,262.76559
3550.8694,6428.937,4.8378533e+08,146963.59,17.92404,-29.071966,53.725621,163.41438,352.95707,-14341.358,-7381.7339,3.6052543,-11.480454,-2.6440844,41068014,32.011044,3047.1629,233.58946
3531.9447,4212.7969,2.9388977e+08,115849.75,17.222998,-29.071966,53.725621,152.91092,350.40401,-14341.358,-7878.3199,3.6052543,-11.480454,-2.7874523,29768601,26.604234,2467.6222,233.58946
3490.8639,4184.2124,2.3406233e+08,104427.68,17.119789,-29.609123,53.725621,144.69884,330.72556,-14341.358,-8705.4103,3.6052543,-11.480454,-3.2074886,19605894,26.604234,2245.6102,208.31942
3490.8639,3665.029,2.1395976e+08,69767.786,13.638721,-30.295016,53.725621,130.63448,330.72556,-14419.584,-8705.4103,3.6052543,-11.480454,-3.2074886,13080707,24.541429,1957.9374,208.31942
3490.8639,3122.8266,1.5178853e+08,63664.189,12.590931,-32.034442,53.725621,129.16656,320.83013,-14698.637,-8705.4103,3.6052543,-11.480454,-3.2074886,11545045,22.980842,1688.1904,199.96071
3487.6994,2640.1176,1.0792597e+08,53998.647,9.2215509,-32.034442,53.725621,128.77245,320.83013,-15274.681,-8843.1326,3.6052543,-11.480454,-3.9120212,7119444.1,17.168586,1409.1372,166.7056
3477.3612,2342.6105,74553369,34035.482,8.3352338,-32.034442,53.596075,124.74827,309.75665,-15299.061,-9224.2402,3.6052543,-11.480454,-3.9120212,4418231.1,17.168586,1204.3065,166.7056
3438.06,2108.5449,35655351,26821.49,6.5981345,-32.208063,53.596075,115.47577,309.75665,-15299.061,-9627.6555,3.6052543,-12.378785,-3.9120212,4013045.5,16.887137,1204.3065,166.7056
3438.06,1760.6165,21500040,14327.365,6.5981345,-32.208063,53.596075,93.398309,308.54506,-15748.07,-9814.8072,3.6052543,-12.378785,-3.9120212,3328186.7,15.103683,930.60597,166.7056
3383.8688,1454.1471,17608299,14327.365,5.5314595,-32.208063,53.596075,93.398309,288.48316,-15748.07,-9916.1077,3.6052543,-12.378785,-3.9120212,2210221,15.103683,930.60597,166.7056
3321.8011,1302.5985,14586554,7665.2815,4.7644702,-32.208063,53.596075,93.398309,288.48316,-15888.355,-10159.485,3.6052543,-13.44867,-3.9120212,1577670.4,15.103683,809.25095,166.7056
3319.3375,1093.5325,11204144,7665.2815,4.5352085,-32.208063,53.596075,93.398309,286.55012,-15888.355,-10247.324,3.6052543,-13.44867,-3.9120212,1454322.5,14.582625,667.85233,166.7056
3319.3375,1034.3493,10190102,-8423.2596,4.006387,-32.208063,53.596075,93.398309,280.05414,-16012.619,-10372.32,3.6052543,-13.44867,-3.9120212,1087860.2,14.128992,645.56566,166.7056
3319.3375,747.92675,8028028.5,-8423.2596,3.158839,-32.575789,53.596075,90.45743,278.12958,-16039.254,-10610.967,3.6052543,-13.44867,-3.9120212,887546.73,13.797962,596.59202,166.7056
3319.3375,716.77217,6767402.4,-10733.73,2.6985497,-32.624981,50.333771,75.579341,274.89439,-16114.239,-10651.071,3.6052543,-13.44867,-3.9120212,599356.12,13.556458,508.57158,166.7056
3319.3375,576.37736,5145276.1,-10733.73,2.4216912,-32.624981,50.333771,69.451236,265.94036,-16163.032,-10768.681,3.6052543,-13.44867,-3.9489719,490765.62,13.287882,458.41945,166.7056
3319.3375,487.96978,4485274.5,-10733.73,2.0645738,-32.624981,50.333771,69.451236,262.85558,-16180.912,-10895.749,3.6052543,-13.44867,-4.1755862,292591.8,13.060165,406.89804,144.67022
3319.3375,473.21037,3263278.1,-10733.73,2.0122286,-32.624981,50.333771,65.435398,260.6152,-16188.197,-10942.277,3.6052543,-13.704559,-4.1755862,238944.54,12.986095,344.65327,144.67022
3319.3375,403.52038,2265161.3,-10733.73,1.9538393,-32.624981,50.333771,63.274928,259.0289,-16210.647,-10968.108,3.6052543,-15.324389,-4.647456,157306.59,12.764008,294.12689,144.67022
3319.3375,344.27663,1404435.4,-12975.646,1.8538004,-32.624981,49.150657,63.274928,255.76131,-16213.132,-11039.313,3.6052543,-15.324389,-4.7205698,118928.63,12.546328,213.24251,144.67022
3319.3375,289.76217,1066834.8,-14376.935,1.7117208,-32.624981,45.339284,63.274928,248.44478,-16226.489,-11039.313,3.6052542,-15.324389,-4.7205698,81812.971,12.419972,190.61789,144.67022
3319.3375,270.22925,930438.26,-20371.32,1.6108574,-32.624981,45.339284,60.845771,247.46242,-16242.728,-11048.447,3.5478104,-15.324389,-4.7205698,52776.364,12.296891,158.91787,144.67022
3319.3375,223.22245,831844.41,-26800.793,1.6108574,-32.624981,45.339284,56.549643,240.56254,-16254.962,-11088.258,3.5478104,-15.324389,-4.7205698,32744.593,12.101052,119.16903,144.67022
3319.3193,172.7727,652470.99,-27178.673,1.5008748,-32.624981,45.339284,54.822467,238.81693,-16256.331,-11106.326,3.5478104,-15.70889,-4.781897,22622.833,12.101052,104.64231,144.67022
3319.3193,157.71878,594972.48,-40731.424,1.4790337,-32.624981,45.339284,47.810716,237.17369,-16271.558,-11118.752,3.5478104,-15.70889,-4.781897,13757.439,12.033121,88.218349,144.67022
3319.2927,130.86887,472059.02,-40731.424,1.3737439,-32.624981,44.521524,47.810716,233.30629,-16273.918,-11156.492,3.5225817,-15.905211,-4.781897,8826.8024,11.997865,77.0593,139.83469
3319.2927,93.956142,397470.96,-40731.424,1.3434722,-32.624981,44.378483,47.445891,225.2348,-16281.534,-11156.492,3.5225817,-16.443868,-5.1023388,7137.6,11.956201,70.22288,139.83469
3319.1747,81.82583,335376.06,-40731.424,1.2984119,-32.624981,42.926146,45.975693,220.56989,-16287.821,-11175.405,3.5225817,-16.443868,-5.1023388,5463.9257,11.918582,65.592924,139.83469
3319.1695,72.073856,279725.78,-42677.442,1.2598403,-32.624981,41.722961,40.348625,218.82681,-16287.821,-11192.546,3.5225817,-16.598328,-5.5511587,3959.0199,11.879774,53.224934,139.83469
3319.1695,56.807243,238745.85,-43599.207,1.2131287,-32.624981,41.722961,39.038683,216.02594,-16289.908,-11197.533,3.5225817,-16.721328,-5.9030827,2676.1962,11.861119,49.441484,137.80433
3319.1695,55.110757,200737.69,-48252.557,1.2029963,-32.624981,41.722961,36.963311,211.74834,-16290.983,-11207.753,3.5225817,-16.875899,-5.9030827,1861.7979,11.838639,43.396119,136.97331
3319.1695,52.726349,180159.44,-48252.557,1.2007337,-32.624981,41.722961,35.686801,209.13781,-16293.53,-11216.511,3.5225817,-16.972377,-5.9030827,1519.8752,11.821807,37.120077,122.73619
3319.1695,48.27399,162924.54,-50140.509,1.1608048,-32.624981,41.181113,33.628059,209.13781,-16295.095,-11221.14,3.5225817,-17.170702,-6.1870315,1130.455,11.805545,35.804782,122.73619
3319.1695,47.529854,154965.81,-53429.682,1.1586426,-32.624981,41.135817,33.314109,208.52734,-16297.836,-11230.954,3.5225817,-17.170702,-6.1870315,760.9624,11.794726,33.698321,122.73619
