Schwefel’s function,1st De Jong’s function,Rosenbrock,Rastrigin,Griewangk,Sine Envelope Sine Wave,Stretched V Sine Wave,Ackley’s One,Ackley’s Two,Egg Holder,Rana,Pathological,Michalewicz,Masters Cosine Wave,Quartic,Levy,Step,Alpine
3234.54,0.0554668,1.33593e+10,639497,1.00987,-16.2488,26.3492,222.487,301.347,-6780.37,-4869.72,9.11454,-4.35577,-1.02588,9.91315e+08,37.7399,6.05725,446.459
3364.75,0.059352,1.82993e+10,792009,1.00987,-16.4472,19.954,181.83,324.559,-7192.87,-5599.24,8.88079,-3.70751,-0.728283,1.45361e+09,33.388,6.15916,470.85
3766.94,0.0592274,1.73621e+10,664127,1.01002,-15.3647,21.4024,214.822,331.507,-7576.14,-5729.96,8.51645,-3.76201,-0.721811,1.74265e+09,26.0616,6.1605,450.265
2701.46,0.0605005,1.80456e+10,674760,1.00993,-15.4733,22.1417,233.378,335.973,-8509.18,-4208.01,8.74153,-4.83203,-1.29987,1.97051e+09,33.6152,6.092,343.455
3274.46,0.0605004,2.47631e+10,777234,1.00989,-16.4058,19.3106,232.613,305.877,-8480.96,-4264.14,8.68601,-4.94242,-0.740025,1.5294e+09,31.3616,6.1605,347.625
3218.05,0.0605006,1.03278e+10,735318,1.00992,-17.286,23.854,208.418,332.443,-7826.88,-5922.16,8.49152,-3.05731,-0.134621,1.71177e+09,22.7094,6.08577,291.111
3356.06,0.0599945,2.08423e+10,827355,1.00976,-16.109,23.2411,181.045,323.451,-7397.28,-2007.19,8.95356,-5.65236,-1.45912,1.72957e+09,22.9333,6.1605,315.187
3317.04,0.0605003,1.04347e+10,720484,1.01013,-16.2751,23.7234,241.588,325.365,-10559.1,-5271.81,9.02375,-4.84018,-0.272991,1.36257e+09,77.9242,6.1605,315.219
3048.9,0.0602744,1.85173e+10,734513,1.0101,-15.8349,19.4313,224.298,332.149,-6211.04,-5098.98,8.65753,-4.48488,-1.02118,1.74032e+09,27.7025,6.11802,112.505
3138.91,0.0605001,1.94269e+10,755776,1.00992,-16.102,20.6752,168.044,340.654,-8029.51,-5529.28,8.50327,-5.14509,-0.800144,1.70801e+09,54.0731,6.1605,296.856
2365.41,0.0605003,2.11631e+10,800581,1.00974,-17.0695,22.5709,178.755,330.242,-7612.51,-2679.5,8.68478,-5.01136,-0.738031,2.44287e+09,37.7909,6.1605,296.946
