Schwefel’s function,1st De Jong’s function,Rosenbrock,Rastrigin,Griewangk,Sine Envelope Sine Wave,Stretched V Sine Wave,Ackley’s One,Ackley’s Two,Egg Holder,Rana,Pathological,Michalewicz,Masters Cosine Wave,Quartic,Levy,Step,Alpine
0.131802,0.030894,0.076298,0.127641,0.093553,0.084758,0.16753,0.153633,0.108495,0.054769,0.093822,0.040384,0.080922,0.06031,0.018627,0.102963,0.018027,0.035661
0.036839,0.017106,0.027598,0.037985,0.040516,0.036204,0.076913,0.049886,0.096877,0.053626,0.091522,0.038978,0.079435,0.058824,0.017665,0.039377,0.017492,0.036039
0.036369,0.017534,0.017773,0.037598,0.04089,0.036329,0.076866,0.049407,0.097149,0.053798,0.092023,0.039415,0.078753,0.05849,0.017918,0.038858,0.016929,0.03623
0.036715,0.017526,0.017904,0.037895,0.040637,0.036146,0.077255,0.049924,0.097284,0.054189,0.091892,0.0395,0.079318,0.059403,0.018244,0.039551,0.017693,0.036407
0.036391,0.017501,0.017892,0.037784,0.040687,0.036514,0.076769,0.050051,0.096623,0.053458,0.09188,0.039718,0.079069,0.058828,0.017391,0.0388,0.01768,0.036138
0.036648,0.017483,0.018055,0.038191,0.041128,0.03632,0.07663,0.049801,0.12428,0.053754,0.091243,0.039415,0.07784,0.058886,0.018004,0.039262,0.017595,0.035872
0.036706,0.017542,0.018117,0.037028,0.040689,0.03634,0.076497,0.049327,0.103121,0.05359,0.092192,0.039288,0.077816,0.059039,0.018103,0.039503,0.017668,0.036053
0.036799,0.017401,0.018158,0.037821,0.039945,0.036878,0.079079,0.049285,0.096127,0.053949,0.091448,0.039725,0.078753,0.058326,0.017512,0.039011,0.017494,0.03621
0.036904,0.017408,0.018316,0.037567,0.040818,0.036491,0.076676,0.0499,0.095702,0.115315,0.091866,0.039471,0.077412,0.058744,0.018392,0.038912,0.017424,0.036297
0.036986,0.017435,0.018465,0.03772,0.040219,0.036594,0.076496,0.049654,0.096267,0.050583,0.091649,0.03966,0.077203,0.058688,0.018194,0.03972,0.017586,0.03617
