Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,Exp_10,Exp_11,Exp_12,Exp_13,Exp_14,Exp_15,Exp_16,Exp_17,Exp_18,Exp_19,Exp_20,Exp_21,Exp_22,Exp_23,Exp_24,Exp_25,Exp_26,Exp_27,Exp_28,Exp_29,Exp_30,Exp_31,Exp_32,Exp_33,Exp_34,Exp_35,Exp_36,Exp_37,Exp_38,Exp_39,Exp_40,Exp_41,Exp_42,Exp_43,Exp_44,Exp_45,Exp_46,Exp_47,Exp_48,Exp_49,Exp_50
-4860.0874,-3216.5244,-2602.4839,-2689.6232,-2863.3787,-2725.1366,-2940.1416,-3421.5813,-2629.4366,-2674.3306,-2919.3437,-2988.5553,-2975.8151,-3976.41,-3132.9202,-3341.3821,-3140.3328,-3595.1193,-3067.0755,-3027.6198,-3171.3113,-2745.5391,-3012.8725,-3587.9519,-3089.5684,-2985.1532,-2641.1748,-2998.5271,-2783.716,-3317.1493,-3561.1038,-3800.2289,-3722.445,-2838.065,-3360.8515,-3332.4091,-2832.18,-3302.4032,-2962.8877,-3161.144,-2856.7498,-3957.2466,-3037.6632,-4112.0941,-2998.1998,-2976.2296,-2868.6924,-4238.5703,-3262.8573,-2932.613
-4860.0874,-3309.0302,-2973.5773,-2763.9929,-2863.3787,-2725.1366,-2940.1416,-3421.5813,-2629.4366,-2674.3306,-3031.2583,-3118.1718,-3070.9095,-3976.41,-3823.6946,-3341.3821,-3140.3328,-4811.9357,-3067.0755,-3027.6198,-3338.4983,-3217.6657,-3012.8725,-3587.9519,-3089.5684,-3181.3277,-2641.1748,-2998.5271,-2783.716,-3317.1493,-4197.822,-3800.2289,-3722.445,-2838.065,-3360.8515,-3332.4091,-3110.9775,-4139.0423,-2962.8877,-3229.4469,-2856.7498,-3957.2466,-3037.6632,-4112.0941,-3026.1892,-3141.0548,-3241.181,-4238.5703,-3262.8573,-2986.2204
-4860.0874,-3447.5252,-3072.3668,-2763.9929,-3134.577,-3140.9671,-3246.2809,-3662.8258,-2885.3996,-2674.3306,-3031.2583,-3579.5839,-3331.759,-3976.41,-3823.6946,-4122.9108,-3218.6002,-4811.9357,-3067.0755,-3040.9284,-3338.4983,-3217.6657,-3075.6682,-3587.9519,-3089.5684,-3181.3277,-2903.8246,-3347.8824,-3204.8054,-3317.1493,-4211.4586,-3800.2289,-4119.3974,-2838.065,-3653.5233,-3332.4091,-3110.9775,-4139.0423,-2962.8877,-3589.4244,-2948.1507,-3957.2466,-3338.3111,-4112.0941,-3156.4429,-3255.5906,-3657.738,-4238.5703,-3262.8573,-2986.2204
-4860.0874,-3447.5252,-3072.3668,-3208.8179,-3690.0407,-3140.9671,-3246.2809,-3662.8258,-2885.3996,-2827.9979,-3031.2583,-3579.5839,-3331.759,-3976.41,-4139.2821,-4148.1166,-3374.6391,-4811.9357,-3067.0755,-3156.1419,-3338.4983,-3217.6657,-3717.3894,-3587.9519,-4263.8843,-3181.894,-2903.8246,-3347.8824,-3484.3772,-3317.1493,-4211.4586,-3819.1178,-4119.3974,-3104.2943,-3757.0143,-3332.4091,-3248.2624,-4139.0423,-3090.2943,-3589.4244,-2988.1819,-3957.2466,-3338.3111,-4112.0941,-3156.4429,-3553.0584,-3657.738,-4619.0941,-3262.8573,-3038.0102
-4860.0874,-3557.4545,-3185.8457,-3396.3958,-3690.0407,-3306.6845,-3246.2809,-3662.8258,-3155.0401,-2827.9979,-3031.2583,-3579.5839,-3331.759,-3976.41,-4684.5646,-4325.0078,-3870.6843,-4811.9357,-3222.7074,-3156.1419,-3338.4983,-3217.6657,-3717.3894,-3587.9519,-4263.8843,-3181.894,-2979.5843,-3523.688,-3537.297,-4082.1818,-4211.4586,-3953.4545,-4119.3974,-3723.4297,-3761.0531,-3332.4091,-3572.2927,-4139.0423,-3090.2943,-3589.4244,-3548.8052,-4380.1401,-3577.8054,-4112.0941,-3245.9111,-3553.0584,-3657.738,-4619.0941,-3563.4057,-3424.5457
-4860.0874,-3557.4545,-3815.8617,-3829.9265,-3690.0407,-3306.6845,-3246.2809,-3662.8258,-3155.0401,-3088.0584,-3741.8232,-3632.8724,-3331.759,-3976.41,-4684.5646,-4491.6064,-4062.929,-4811.9357,-3289.1677,-3570.9074,-4241.333,-3435.9655,-3717.3894,-3587.9519,-4263.8843,-3324.3566,-3620.0891,-3523.688,-3777.4745,-4082.1818,-4211.4586,-3953.4545,-4119.3974,-3723.4297,-3761.0531,-3332.4091,-3572.2927,-4139.0423,-3090.2943,-4404.3713,-3548.8052,-4380.1401,-3577.8054,-4234.3549,-3555.1038,-3553.0584,-4078.2369,-4619.0941,-3563.4057,-3424.5457
-4860.0874,-3709.0834,-4097.9925,-3829.9265,-3690.0407,-3307.9505,-3640.0283,-3680.6053,-3386.3592,-3088.0584,-3741.8232,-3632.8724,-3331.759,-3976.41,-4684.5646,-4623.0956,-4062.929,-5013.5214,-3357.9943,-4186.7534,-4241.333,-3435.9655,-3717.3894,-3793.5287,-4263.8843,-3324.3566,-4035.5433,-3606.4737,-3777.4745,-4082.1818,-4211.4586,-3953.4545,-4119.3974,-3723.4297,-3761.0531,-3513.5073,-3572.2927,-4139.0423,-3090.2943,-4404.3713,-3989.1365,-4380.1401,-3577.8054,-4234.3549,-5023.4106,-3709.4961,-4125.8701,-4619.0941,-4093.1497,-3424.5457
-4860.0874,-3709.0834,-4097.9925,-4018.3019,-3690.0407,-3438.5942,-4031.1877,-3680.6053,-3386.3592,-4552.3077,-3741.8232,-3632.8724,-3591.3618,-3976.41,-4697.4578,-4623.0956,-4062.929,-5277.5962,-4221.5065,-4186.7534,-4241.333,-3435.9655,-3717.3894,-3793.5287,-4263.8843,-3435.2542,-4035.5433,-3606.4737,-3777.4745,-4366.0456,-4263.9577,-3953.4545,-4119.3974,-3723.4297,-3761.0531,-3513.5073,-3612.3068,-4139.0423,-3610.4293,-4404.3713,-3989.1365,-4745.6773,-3669.6425,-4234.3549,-5023.4106,-3709.4961,-4125.8701,-4619.0941,-4093.1497,-3780.6678
-4860.0874,-3758.9677,-4097.9925,-4018.3019,-3696.4695,-3438.5942,-4284.6927,-3680.6053,-3386.3592,-4552.3077,-3741.8232,-3632.8724,-4233.4456,-3976.41,-4697.4578,-4623.0956,-4136.8609,-5277.5962,-4221.5065,-4186.7534,-4241.333,-3575.6931,-3717.3894,-3793.5287,-4607.8681,-3547.7259,-4035.5433,-3612.9052,-3777.4745,-4366.0456,-4263.9577,-3953.4545,-4133.4941,-3723.4297,-3773.4951,-3628.0002,-3655.5011,-4139.0423,-3803.1851,-4404.3713,-3989.1365,-4745.6773,-3669.6425,-4234.3549,-5272.7673,-4130.2993,-4125.8701,-4619.0941,-4093.1497,-4003.0983
-4860.0874,-3846.9549,-4097.9925,-4018.3019,-3913.0528,-3438.5942,-4284.6927,-3680.6053,-3386.3592,-4804.5783,-3741.8232,-3632.8724,-4233.4456,-3976.41,-4876.3703,-5097.0801,-4136.8609,-5277.5962,-4221.5065,-4334.4623,-5567.9138,-3575.6931,-3717.3894,-3855.3946,-4607.8681,-3641.9051,-4612.9525,-4295.1856,-4027.3475,-4366.0456,-4263.9577,-3953.4545,-4133.4941,-3723.4297,-3879.9191,-4462.2187,-3655.5011,-4139.0423,-3803.1851,-4404.3713,-3989.1365,-4745.6773,-3669.6425,-4234.3549,-5272.7673,-4130.2993,-4724.7366,-4619.0941,-4093.1497,-4003.0983
-4860.0874,-3846.9549,-4097.9925,-4018.3019,-3941.9191,-3438.5942,-4284.6927,-3711.4775,-3698.9983,-4804.5783,-3741.8232,-4303.1379,-4233.4456,-4266.606,-4900.289,-5097.0801,-4136.8609,-5277.5962,-4221.5065,-4334.4623,-5567.9138,-3575.6931,-3755.7012,-3894.4252,-4607.8681,-3641.9051,-4612.9525,-4295.1856,-4318.2271,-4442.3371,-4263.9577,-4188.9296,-4133.4941,-4345.4205,-3879.9191,-4536.7046,-4045.3104,-4139.0423,-3803.1851,-4404.3713,-4118.8775,-4799.2352,-3898.6931,-4234.3549,-5644.5594,-4543.696,-4950.055,-4619.0941,-4093.1497,-4003.0983
-4860.0874,-3846.9549,-4266.2403,-4018.3019,-4044.1279,-3438.5942,-4284.6927,-4027.1849,-3698.9983,-4804.5783,-3899.2798,-4364.5775,-4233.4456,-4266.606,-4900.289,-5097.0801,-4263.2752,-5277.5962,-4221.5065,-4334.4623,-5639.3751,-3942.5164,-3755.7012,-3894.4252,-4607.8681,-3657.5624,-4612.9525,-4295.1856,-4388.3433,-4442.3371,-4263.9577,-4188.9296,-4288.0043,-4345.4205,-4227.3411,-4536.7046,-4164.4069,-4239.4507,-4109.2538,-4404.3713,-4193.5626,-4799.2352,-3898.6931,-4234.3549,-5894.8211,-4543.696,-5321.3337,-4619.0941,-4093.1497,-4003.0983
-4860.0874,-4243.5424,-4266.2403,-4055.4533,-4044.1279,-3742.5123,-4284.6927,-4027.1849,-3698.9983,-4804.5783,-4041.1165,-4364.5775,-4233.4456,-4266.606,-4900.289,-5097.0801,-4387.6238,-5277.5962,-4431.6202,-4334.4623,-5639.3751,-4197.2973,-3755.7012,-4564.7818,-4607.8681,-3707.0412,-4612.9525,-4680.9486,-4608.0964,-4442.3371,-4263.9577,-4489.4838,-4498.9715,-4345.4205,-4279.0976,-4718.4338,-4164.4069,-4239.4507,-4109.2538,-4404.3713,-4193.5626,-4799.2352,-3898.6931,-4234.3549,-5894.8211,-4543.696,-5321.3337,-4619.0941,-4093.1497,-4003.0983
-4860.0874,-4243.5424,-4266.2403,-4055.4533,-4600.822,-3742.5123,-4284.6927,-4027.1849,-3971.2152,-4804.5783,-4294.0942,-4364.5775,-4233.4456,-4341.9748,-4945.3018,-5097.0801,-4387.6238,-5327.812,-4431.6202,-4535.3306,-5639.3751,-4197.2973,-4009.913,-4564.7818,-4607.8681,-4018.5234,-4612.9525,-4680.9486,-4608.0964,-4442.3371,-4263.9577,-5030.6811,-4583.562,-4345.4205,-4279.0976,-5703.4961,-4164.4069,-4239.4507,-4113.3063,-5070.7542,-4202.0609,-4799.2352,-4423.1161,-4518.484,-5894.8211,-4543.696,-5321.3337,-4619.0941,-4093.1497,-4003.0983
-4860.0874,-4243.5424,-4266.2403,-4055.4533,-4600.822,-3742.5123,-4284.6927,-4264.8484,-3971.2152,-4804.5783,-4294.0942,-4364.5775,-4233.4456,-4341.9748,-5131.6254,-5097.0801,-4387.6238,-5403.0784,-4431.6202,-4535.3306,-5639.3751,-4197.2973,-4009.913,-4564.7818,-4607.8681,-4093.1158,-4612.9525,-4680.9486,-4782.9698,-4442.3371,-4551.4389,-6334.7255,-4583.562,-4597.9366,-4791.3147,-5703.4961,-4164.4069,-4915.3484,-4531.8583,-5132.3258,-4202.0609,-5238.4666,-4423.1161,-4518.484,-5894.8211,-4831.8708,-5321.3337,-4619.0941,-4093.1497,-4260.8838
-4860.0874,-4441.5231,-4529.522,-4055.4533,-4699.883,-4136.1142,-4325.4266,-4264.8484,-3971.2152,-4804.5783,-4594.808,-4364.5775,-4233.4456,-4341.9748,-5131.6254,-5097.0801,-4387.6238,-5403.0784,-4431.6202,-4535.3306,-5639.3751,-4429.7927,-4009.913,-4842.6451,-4607.8681,-4093.1158,-4612.9525,-4680.9486,-4782.9698,-5291.0851,-4551.4389,-6346.7364,-5186.9425,-4915.5438,-4791.3147,-6113.3857,-4164.4069,-4915.3484,-4531.8583,-5132.3258,-4202.0609,-5238.4666,-4699.8462,-4518.484,-5894.8211,-4831.8708,-5321.3337,-4619.0941,-4107.9584,-4260.8838
-4860.0874,-4463.5937,-4529.522,-4055.4533,-4699.883,-4136.1142,-4325.4266,-4264.8484,-3971.2152,-4804.5783,-4594.808,-4364.5775,-4331.7657,-4341.9748,-5131.6254,-5097.0801,-4438.2498,-5403.0784,-4431.6202,-4535.3306,-5639.3751,-4429.7927,-4700.3974,-4842.6451,-4750.4399,-4478.783,-4612.9525,-4680.9486,-4782.9698,-5291.0851,-4980.1372,-6346.7364,-5724.7659,-4915.5438,-5158.7291,-6113.3857,-4164.4069,-4915.3484,-4531.8583,-5132.3258,-4202.0609,-5238.4666,-4699.8462,-4518.484,-5894.8211,-4831.8708,-5321.3337,-4841.8727,-4237.8408,-4260.8838
-4860.0874,-4463.5937,-4529.522,-4263.6197,-4699.883,-4136.1142,-4325.4266,-4264.8484,-3971.2152,-4988.8647,-4594.808,-4364.5775,-4331.7657,-4556.084,-5131.6254,-5097.0801,-4438.2498,-5403.0784,-4522.1221,-4535.3306,-5639.3751,-4429.7927,-4700.3974,-4936.0266,-4750.4399,-4478.783,-4760.3454,-5069.2708,-4782.9698,-5291.0851,-4980.1372,-6346.7364,-5724.7659,-4915.5438,-5158.7291,-6113.3857,-4296.6391,-4915.3484,-4878.2814,-5132.3258,-4746.976,-5238.4666,-4699.8462,-4554.9222,-5894.8211,-4831.8708,-5321.3337,-4841.8727,-4237.8408,-4260.8838
-4860.0874,-4482.6037,-4529.522,-4263.6197,-4699.883,-4136.1142,-4325.4266,-4264.8484,-3998.3518,-4988.8647,-4594.808,-4364.5775,-5101.3265,-4556.084,-5131.6254,-5120.6986,-4628.2659,-5403.0784,-4522.1221,-4602.7965,-5734.8093,-4429.7927,-4700.3974,-4936.0266,-4881.8341,-4478.783,-4988.9802,-5069.2708,-4782.9698,-5291.0851,-4980.1372,-6346.7364,-5724.7659,-4915.5438,-5158.7291,-6113.3857,-4638.8056,-4915.3484,-4878.2814,-5132.3258,-4746.976,-5238.4666,-4699.8462,-4554.9222,-5894.8211,-4831.8708,-5321.3337,-4841.8727,-4389.6715,-4268.7669
-4860.0874,-5087.0514,-4529.522,-4714.432,-4699.883,-4136.1142,-4325.4266,-4367.5646,-3998.3518,-4988.8647,-4594.808,-4635.4967,-5101.3265,-4556.084,-5206.1517,-5120.6986,-4628.2659,-5403.0784,-4704.7226,-4771.4288,-5734.8093,-4627.8998,-4700.3974,-4936.0266,-4881.8341,-4478.783,-4988.9802,-5069.2708,-4782.9698,-5291.0851,-4980.1372,-6346.7364,-5724.7659,-4915.5438,-5158.7291,-6113.3857,-4638.8056,-4915.3484,-4900.3801,-5132.3258,-4746.976,-5238.4666,-4699.8462,-4554.9222,-5894.8211,-4831.8708,-5321.3337,-4841.8727,-4389.6715,-4268.7669
-4860.0874,-5087.0514,-4529.522,-4724.2479,-4699.883,-4926.9215,-4325.4266,-4367.5646,-4150.798,-4988.8647,-4594.808,-4635.4967,-5101.3265,-4556.084,-5206.1517,-5120.6986,-4628.2659,-5456.4916,-4704.7226,-4771.4288,-5734.8093,-4730.5506,-5314.9685,-5376.5555,-4939.519,-4478.783,-4988.9802,-5069.2708,-4782.9698,-5291.0851,-5275.6857,-6346.7364,-5724.7659,-4915.5438,-5158.7291,-6113.3857,-4638.8056,-4915.3484,-4900.3801,-5132.3258,-4746.976,-5238.4666,-4699.8462,-4554.9222,-5894.8211,-4831.8708,-5321.3337,-4841.8727,-4696.7929,-4389.9277
-4860.0874,-5087.0514,-4529.522,-4724.2479,-4858.6411,-4926.9215,-4523.9634,-4367.5646,-4150.798,-4988.8647,-4594.808,-4635.4967,-5101.3265,-4556.084,-5206.1517,-5120.6986,-4628.2659,-5456.4916,-4704.7226,-4771.4288,-5734.8093,-4730.5506,-5314.9685,-5376.5555,-4939.519,-4565.7532,-4988.9802,-5151.0316,-4782.9698,-5291.0851,-5642.0794,-6346.7364,-5724.7659,-4933.1975,-5158.7291,-6113.3857,-4638.8056,-5199.1374,-5598.3967,-5132.3258,-4746.976,-5243.1239,-4699.8462,-4868.9345,-5894.8211,-4856.6475,-5580.5029,-4841.8727,-4696.7929,-4478.7663
-4860.0874,-5290.0292,-4837.7367,-4724.2479,-4858.6411,-4926.9215,-4530.3269,-4367.5646,-4150.798,-4988.8647,-4594.808,-4635.4967,-5101.3265,-4632.3909,-5206.1517,-5120.6986,-4814.9161,-5456.4916,-4704.7226,-4771.4288,-5734.8093,-4730.5506,-5314.9685,-5376.5555,-4939.519,-4565.7532,-4988.9802,-5151.0316,-4782.9698,-5291.0851,-5642.0794,-6346.7364,-5724.7659,-4933.1975,-5158.7291,-6113.3857,-4638.8056,-5199.1374,-5598.3967,-5132.3258,-4746.976,-5243.1239,-4699.8462,-5401.9301,-5894.8211,-4934.5182,-5997.9737,-5089.3664,-5028.115,-4579.5497
-4860.0874,-5290.0292,-4837.7367,-4724.2479,-4858.6411,-4926.9215,-4530.3269,-4367.5646,-4708.2509,-4988.8647,-4669.6313,-4635.4967,-5101.3265,-4649.8595,-5206.1517,-5120.6986,-4814.9161,-5456.4916,-4704.7226,-4771.4288,-5734.8093,-4730.5506,-5314.9685,-5376.5555,-4939.519,-4565.7532,-5122.0532,-5151.0316,-4782.9698,-5291.0851,-5896.6413,-6346.7364,-5724.7659,-4933.1975,-5158.7291,-6113.3857,-4638.8056,-5199.1374,-5710.39,-5132.3258,-4746.976,-5323.7059,-4699.8462,-5401.9301,-5894.8211,-4934.5182,-5997.9737,-5089.3664,-5028.115,-4622.6311
-4860.0874,-5290.0292,-4900.1367,-4724.2479,-4969.4722,-4926.9215,-4611.9539,-4606.507,-4708.2509,-4988.8647,-4669.6313,-4635.4967,-5101.3265,-4649.8595,-5206.1517,-5120.6986,-4957.8627,-5456.4916,-4778.1453,-5460.3679,-5734.8093,-4730.5506,-5314.9685,-5376.5555,-4939.519,-4699.5423,-5122.0532,-5151.0316,-4782.9698,-5291.0851,-5896.6413,-6346.7364,-5724.7659,-4933.1975,-5158.7291,-6113.3857,-4638.8056,-5199.1374,-5710.39,-5132.3258,-4746.976,-5323.7059,-4699.8462,-5401.9301,-6115.4439,-4934.5182,-5997.9737,-5089.3664,-5028.115,-4712.812
-5020.5652,-5290.0292,-4900.1367,-4906.1991,-4969.4722,-4926.9215,-4932.4275,-4799.9157,-4708.2509,-4988.8647,-4905.2505,-4635.4967,-5353.3728,-4649.8595,-5206.1517,-5120.6986,-4983.5366,-5456.4916,-4778.1453,-5460.3679,-5734.8093,-4910.7696,-5314.9685,-5376.5555,-4947.5515,-4718.1583,-5122.0532,-5151.0316,-4817.4816,-5291.0851,-5938.506,-6346.7364,-5724.7659,-4933.1975,-5158.7291,-6113.3857,-4852.7125,-5474.6389,-5710.39,-5132.3258,-5061.8543,-5323.7059,-4699.8462,-5401.9301,-6115.4439,-4934.5182,-5997.9737,-5092.2019,-5028.115,-4941.8588
-5205.9786,-5638.6127,-4900.1367,-4906.1991,-5006.134,-4926.9215,-5007.4444,-4799.9157,-4708.2509,-5001.6178,-4905.2505,-4635.4967,-5410.9864,-4664.4759,-5206.1517,-5307.3924,-4983.5366,-5493.418,-4846.6037,-5460.3679,-5734.8093,-4944.4731,-5314.9685,-5376.5555,-4947.5515,-4718.1583,-5122.0532,-5151.0316,-5193.8332,-5291.0851,-5938.506,-6456.1984,-5724.7659,-4933.1975,-5158.7291,-6113.3857,-4928.5471,-5474.6389,-5710.39,-5132.3258,-5061.8543,-5323.7059,-5021.5487,-5401.9301,-6115.4439,-4934.5182,-5997.9737,-5092.2019,-5031.0442,-4941.8588
-5205.9786,-5638.6127,-4900.1367,-4906.1991,-5092.6187,-4926.9215,-5007.4444,-4997.5996,-4708.2509,-5001.6178,-4905.2505,-4816.2779,-5410.9864,-4664.4759,-5206.1517,-5307.3924,-5280.3172,-5493.418,-4846.6037,-5460.3679,-5734.8093,-4944.4731,-5314.9685,-5376.5555,-4947.5515,-4785.5279,-5122.0532,-5151.0316,-5193.8332,-5291.0851,-5938.506,-6456.1984,-5724.7659,-4933.1975,-5158.7291,-6911.4839,-4928.5471,-5474.6389,-6101.8477,-5205.2946,-5061.8543,-5852.8311,-5042.5214,-5401.9301,-6115.4439,-4934.5182,-5997.9737,-5177.3775,-5031.0442,-4941.8588
-5205.9786,-5638.6127,-4900.1367,-4906.1991,-5092.6187,-4926.9215,-5007.4444,-4997.5996,-4708.2509,-5104.6817,-4905.2505,-4817.807,-5410.9864,-4719.98,-5206.1517,-5307.3924,-5436.9972,-5493.418,-5052.856,-5460.3679,-5960.1834,-4944.4731,-5314.9685,-5376.5555,-4947.5515,-4785.5279,-5122.0532,-5151.0316,-5193.8332,-5291.0851,-5938.506,-6456.1984,-5724.7659,-4933.1975,-5158.7291,-6911.4839,-4928.5471,-5474.6389,-6101.8477,-5205.2946,-5077.3581,-5852.8311,-5042.5214,-5401.9301,-6115.4439,-4934.5182,-5997.9737,-5177.3775,-5031.0442,-5103.8102
-5205.9786,-5638.6127,-4900.1367,-5324.4399,-5092.6187,-4926.9215,-5007.4444,-4997.5996,-4708.2509,-5104.6817,-4905.2505,-4996.2297,-5410.9864,-4719.98,-5253.0259,-5307.3924,-5787.887,-5493.418,-5052.856,-5460.3679,-6044.9562,-4944.4731,-5314.9685,-5376.5555,-4950.868,-4785.5279,-5122.0532,-5151.0316,-5224.8871,-5291.0851,-5938.506,-6456.1984,-5724.7659,-4933.1975,-5158.7291,-6911.4839,-5115.3669,-5474.6389,-6582.5041,-5664.4578,-5077.3581,-5852.8311,-5067.1843,-5764.3195,-6115.4439,-4991.4937,-6118.4755,-5177.3775,-5031.0442,-5103.8102
-5205.9786,-5638.6127,-5031.6572,-5324.4399,-5092.6187,-4926.9215,-5007.4444,-4997.5996,-4708.2509,-5104.6817,-4905.2505,-4996.2297,-5410.9864,-5002.801,-5262.4931,-5534.6807,-5787.887,-5493.418,-5052.856,-5460.3679,-6044.9562,-4979.9448,-5314.9685,-5376.5555,-4967.2901,-5003.6335,-5122.0532,-5151.0316,-5224.8871,-5291.0851,-6023.7728,-6456.1984,-5724.7659,-4933.1975,-5158.7291,-6911.4839,-5115.3669,-5474.6389,-6582.5041,-5664.4578,-5077.3581,-5852.8311,-5067.1843,-5764.3195,-6115.4439,-4991.4937,-6118.4755,-5177.3775,-5031.0442,-5103.8102
-5205.9786,-5638.6127,-5063.787,-5324.4399,-5165.6572,-5241.7791,-5267.9527,-4997.5996,-5413.1153,-5104.6817,-4905.2505,-4996.2297,-5410.9864,-5201.5529,-5312.9427,-5538.1414,-5787.887,-5493.418,-5052.856,-5460.3679,-6044.9562,-5492.1005,-5705.2508,-5659.6229,-4967.2901,-5003.6335,-5267.2047,-5236.9247,-5224.8871,-5454.2133,-6023.7728,-6456.1984,-5724.7659,-5105.1231,-5158.7291,-6911.4839,-5115.3669,-5474.6389,-6582.5041,-5664.4578,-5077.3581,-5852.8311,-5067.1843,-5764.3195,-6115.4439,-4991.4937,-6118.4755,-5256.982,-5031.0442,-5281.9119
-5205.9786,-5638.6127,-5275.6385,-5324.4399,-5165.6572,-5241.7791,-5267.9527,-4997.5996,-5413.1153,-5104.6817,-4905.2505,-5478.0703,-5410.9864,-5201.5529,-5312.9427,-5538.1414,-5787.887,-5493.418,-5052.856,-5460.3679,-6044.9562,-5492.1005,-5705.2508,-5659.6229,-4975.5395,-5003.6335,-5267.2047,-5236.9247,-5224.8871,-5454.2133,-6023.7728,-6456.1984,-5724.7659,-5105.1231,-5158.7291,-6911.4839,-5129.6643,-5474.6389,-6582.5041,-5664.4578,-5077.3581,-5852.8311,-5067.1843,-5764.3195,-6115.4439,-4991.4937,-6118.4755,-5471.0009,-5031.0442,-5301.0837
-5311.1937,-5638.6127,-5531.4131,-5324.4399,-5165.6572,-5346.1873,-5267.9527,-4997.5996,-5413.1153,-5104.6817,-5051.33,-5478.0703,-5410.9864,-5201.5529,-5312.9427,-5776.7962,-5787.887,-5493.418,-5052.856,-5460.3679,-6044.9562,-5492.1005,-5751.0514,-5659.6229,-4975.5395,-5003.6335,-5267.2047,-5236.9247,-5654.1538,-5454.2133,-6023.7728,-6456.1984,-5724.7659,-5105.1231,-5501.7726,-6911.4839,-5131.6326,-5474.6389,-6582.5041,-5664.4578,-5077.3581,-5852.8311,-5067.1843,-5764.3195,-6115.4439,-4991.4937,-6118.4755,-5591.0499,-5031.0442,-5549.6527
-5311.1937,-5638.6127,-5531.4131,-5324.4399,-5165.6572,-5346.1873,-5350.1741,-5290.3678,-5413.1153,-5104.6817,-5051.33,-5478.0703,-5410.9864,-6277.632,-5312.9427,-5776.7962,-5787.887,-5493.418,-5052.856,-5460.3679,-6044.9562,-5492.1005,-5751.0514,-5659.6229,-4975.5395,-5051.9162,-5267.2047,-5338.656,-5654.1538,-5454.2133,-6023.7728,-6456.1984,-5724.7659,-5176.8546,-5501.7726,-7237.1498,-5300.2917,-5474.6389,-6582.5041,-5664.4578,-5077.3581,-5852.8311,-5067.1843,-5764.3195,-6115.4439,-4991.4937,-6118.4755,-5750.8006,-5031.0442,-5549.6527
-5337.512,-5638.6127,-5531.4131,-5352.3022,-5165.6572,-5346.1873,-5350.1741,-5290.3678,-5413.1153,-5104.6817,-5051.33,-5478.0703,-5410.9864,-6277.632,-5312.9427,-5776.7962,-5787.887,-5626.9505,-5052.856,-5460.3679,-6044.9562,-5492.1005,-5751.0514,-5659.6229,-5318.5165,-5200.7574,-5346.593,-5338.656,-5654.1538,-5454.2133,-6023.7728,-6807.3117,-5724.7659,-5176.8546,-6182.0125,-7237.1498,-5300.2917,-5474.6389,-6582.5041,-6125.1088,-5147.5471,-5852.8311,-5067.1843,-5764.3195,-6115.4439,-4991.4937,-6118.4755,-5750.8006,-5031.0442,-5549.6527
