,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.539703,55.900157,46.156895,50.76602,53.605036,53.748654,53.71499,78.024713,45.720955,45.729807,48.823769,46.967992,46.028103,46.198261,50.430829,46.369115,50.66644,48.636204,47.783879,45.360455,46.045555,46.380525,50.275291,46.37717,46.911532,46.389016,46.588311,45.607143,46.048384,45.668134,46.80564,46.175779,45.883674,45.612908,46.107749,45.725867,44.84491,45.303821,46.88228,45.627383,46.270887,46.320912,48.829048,45.372402,45.615287,45.555331,46.683476,45.481844,36.610663,40.115879
29.755085,26.404542,44.317941,27.673643,27.579137,28.110351,40.489685,28.822244,25.929813,27.554691,27.626925,31.818406,27.433586,28.28613,29.550057,28.45988,27.562459,27.545169,27.631066,28.102704,27.603291,27.910954,27.752866,27.569515,27.689167,27.546711,27.615473,27.566279,27.634305,28.042923,27.768208,28.224073,27.685978,27.583166,27.651711,27.507115,27.586401,27.910078,27.701997,27.476495,27.619063,27.575578,27.623201,27.548485,27.331957,27.883395,27.649702,23.435187,24.537084,18.387987
28.612863,37.133432,29.090958,28.675791,36.705522,28.806042,31.926227,38.870365,28.584382,28.692033,29.130802,29.346306,29.719209,28.641684,28.408063,32.280247,28.61397,28.71164,28.753099,28.536395,30.047904,28.52196,28.456326,33.707317,28.560737,28.606671,28.769573,28.544705,29.268824,28.559446,29.210997,28.610773,28.877714,28.68199,28.792284,28.579939,28.728443,28.620659,28.533235,28.613025,28.694647,28.858713,28.572623,28.612542,28.722475,28.17406,28.509213,28.379888,28.22075,21.405688
62.713617,46.695443,56.061697,47.483101,46.56325,46.679467,51.417665,51.443108,46.395187,47.253009,47.478246,46.851324,46.693296,46.922481,46.503812,46.842911,46.378202,46.562255,46.418199,46.521347,46.616411,46.921083,46.473753,48.73962,46.343958,49.62618,46.664983,47.357119,46.459807,51.929622,46.452296,46.164547,46.343726,46.515821,46.72019,46.800966,47.508581,46.820176,46.497564,56.921116,46.546647,47.436361,49.072478,51.13397,46.188223,46.474456,51.555667,43.843612,36.332779,33.201841
56.212494,50.99467,52.802893,50.833767,51.088457,72.823486,55.11297,50.734145,50.59717,53.312851,50.949302,54.032915,50.597281,54.751415,50.652927,50.889488,50.621885,50.897296,50.54608,50.808829,51.356201,50.842821,51.081884,50.454896,50.578698,50.955064,50.441187,53.865414,50.828258,52.696256,55.25618,58.964358,50.617738,50.891478,50.74184,50.750287,50.878628,65.836496,51.225467,51.691608,50.621467,50.868966,50.519085,50.939939,49.369364,51.250968,49.490896,43.452452,46.4208,46.131845
52.020771,48.631032,47.998342,52.28739,54.038113,56.12585,47.90609,46.928154,47.029586,46.835396,48.440829,46.878571,47.527419,46.849101,46.97551,47.090296,46.989576,46.834259,46.99589,47.080737,47.527204,46.880322,46.860885,47.122331,46.803021,46.925822,46.964683,48.415701,47.628071,46.839193,46.82229,47.007483,47.021868,46.877534,51.957024,52.602776,54.415505,55.676011,46.86214,47.079985,46.903229,47.040247,47.208169,46.975998,47.66051,45.037188,46.979299,46.248198,33.785453,35.977455
97.893841,87.133289,91.020028,93.177992,99.453987,93.301102,106.52998,90.672054,90.822081,90.835178,91.391807,90.893467,91.829803,90.939396,90.987527,91.3701,93.037204,95.569568,96.692659,94.458656,99.763045,96.519398,90.698738,91.490286,90.915591,90.55637,93.003861,90.657798,90.918097,93.247856,93.604837,91.299741,90.622171,90.34722,92.06413,92.33212,90.637488,91.01589,91.145085,95.913885,90.682266,90.566532,92.0546,92.248738,91.152615,89.528521,91.077527,87.833704,71.42647,67.906363
60.815076,65.533565,59.530116,69.028033,73.615809,61.683152,67.465041,72.691143,60.353205,60.262505,60.32549,62.221785,60.453347,60.231432,60.59273,60.908639,60.443882,60.32516,60.327517,60.251871,60.335575,60.227311,60.208774,60.738474,60.390075,60.145225,60.495748,62.799675,60.528213,60.512136,67.11642,61.108074,60.143892,60.183918,61.10778,60.368658,65.245173,60.697633,61.879351,60.502672,60.430938,60.096889,60.468121,60.329425,60.944462,56.583831,59.291775,60.35459,46.851787,42.515285
115.60537,118.05818,117.443,107.12027,111.71399,115.94679,128.58169,111.05674,111.21607,110.94706,117.03791,112.21306,120.01392,116.5827,111.03772,112.10253,114.94933,111.07904,113.17335,116.15574,114.0734,110.84869,115.13573,111.35443,111.64209,111.15823,112.90445,111.13694,111.76139,112.48247,112.75298,116.13762,110.88432,111.11372,111.29042,111.01069,112.67667,112.43197,111.81117,111.56281,112.13125,111.31104,111.50763,111.2052,110.35688,112.54626,112.35199,110.62767,83.087436,81.104755
70.077299,67.335338,92.982624,141.31248,66.394089,68.181512,69.706204,113.81341,66.656022,67.166449,66.946038,71.027689,67.853554,67.964747,117.21409,66.602543,67.38853,66.891041,85.078942,90.712662,67.59526,83.450727,66.473386,66.666244,66.804095,69.777177,67.423007,67.505437,65.751177,67.065924,66.45187,67.313835,66.911286,70.552992,68.577822,70.232662,66.642752,68.510868,66.694104,66.585859,66.968956,67.938793,68.311871,65.008565,66.753056,65.522814,65.329121,65.428572,66.837916,62.485575
102.79588,108.02911,99.502951,100.84559,104.42381,102.03092,120.12586,101.13703,99.106896,94.682689,103.18495,101.23916,98.275996,108.22268,102.88083,106.49411,99.555858,99.796204,98.991034,100.33391,103.24719,98.576963,96.470225,96.317347,101.71979,101.31444,100.34846,99.386152,101.43682,100.70756,101.43422,100.32403,97.207312,99.722944,96.411808,102.02286,100.24859,101.07123,101.1347,100.5311,96.85024,103.1788,97.770829,99.766728,104.6353,105.00546,93.919443,94.813598,81.339734,77.328357
46.604981,52.763909,67.431687,51.453649,48.123962,46.879677,48.100855,47.712184,47.100237,47.984344,48.151328,47.701454,48.363871,48.526606,47.755558,48.862769,47.276142,47.724948,49.212031,48.401324,48.923242,47.671827,48.565827,48.347029,47.140623,47.929606,47.915785,47.955314,48.350536,47.82482,46.874516,47.774859,47.773647,47.166661,47.888525,48.101447,48.169527,49.24211,47.604832,51.396087,47.733576,51.171889,47.819405,47.585566,47.519822,49.307605,46.683531,47.690842,41.378737,34.474463
86.756766,88.196341,85.858122,84.562031,113.30701,86.023691,85.939842,92.721141,83.338072,85.973517,84.45737,84.618305,85.301478,90.444257,85.013691,86.704186,83.873311,86.802014,87.642947,84.697723,84.331981,88.130809,85.76522,92.836066,85.985403,86.494815,89.497887,84.093572,85.122171,92.227602,86.251922,86.894059,85.375881,88.085731,84.894306,85.1076,84.977843,84.425117,86.175273,84.879389,85.246497,84.162461,85.28544,84.818578,85.701777,83.194803,82.158976,84.931275,71.791059,61.65272
77.409104,73.37833,84.754809,100.14556,73.160305,71.743566,70.955209,84.225074,71.474214,71.823474,71.957896,71.746402,73.143821,71.276153,71.826138,72.661924,71.785898,71.567596,74.102339,71.803528,71.645709,71.27472,78.832135,72.537357,71.6045,71.345159,71.655685,71.593173,80.865203,71.155867,72.027086,72.37062,71.48721,71.576837,72.130809,71.855056,71.411353,71.682182,71.53112,74.419757,71.899339,73.455193,71.642447,73.917021,74.6492,71.968982,75.337091,68.073026,51.974312,57.068674
25.735123,33.118405,29.848591,47.590412,29.387848,29.689059,28.191512,28.000582,27.395046,28.258826,41.920052,28.333875,29.223991,28.487527,28.117966,30.598316,28.204848,28.355399,28.386361,28.56419,28.463149,28.376047,28.345613,28.323398,28.355405,28.36337,28.322406,28.513791,28.311004,28.359913,28.240048,28.46714,28.360581,28.416507,31.313317,28.672632,28.329236,28.337794,28.250931,28.430733,28.304242,28.390701,28.552124,27.933304,28.458431,28.289412,28.297089,25.533653,24.711606,20.414895
54.757607,49.096881,51.119232,47.221855,45.955686,48.604943,67.199398,47.60969,47.565456,47.64652,48.029636,47.78951,47.706819,47.469789,47.979104,47.783268,47.686524,47.743182,48.79092,51.096848,49.402853,51.299367,47.785991,49.071563,47.617108,47.652302,48.009625,49.332439,47.553317,47.747979,47.382504,47.799788,47.715658,47.655421,48.088259,47.839559,48.357238,47.761704,47.336543,52.605692,47.558196,47.800533,48.130211,47.824269,46.888211,46.930877,47.38249,47.810689,36.09279,41.211168
46.695501,28.320975,33.212442,25.697983,32.026506,28.513563,27.872491,26.520739,27.924128,29.260095,28.328665,29.222428,30.823872,28.278768,28.618101,28.67104,27.980672,27.980622,27.785757,27.719992,27.599136,27.615065,27.670495,27.603532,27.9957,27.979226,27.803141,27.653255,27.609356,27.673788,27.731452,27.651745,27.995543,28.014718,27.82456,27.696305,27.73844,27.647921,27.630259,28.266935,29.641345,28.320299,29.965136,27.716283,28.962864,26.500912,30.272044,24.543698,20.011245,19.912285
50.344575,68.873663,47.732793,47.50575,48.722103,49.847901,46.090377,47.443598,47.462926,45.97585,46.135242,45.943867,45.874734,45.722411,46.803278,45.81942,46.012326,45.940005,46.078819,46.427973,45.916288,45.976201,47.107626,45.837065,46.733342,50.873208,46.00265,48.335506,45.852656,45.909822,49.850713,46.113897,46.025971,46.456278,45.684343,48.723031,46.047937,46.16188,46.406547,51.029051,45.902359,46.12856,45.80865,45.768844,45.947247,44.582522,43.362166,38.887441,40.205241,40.130901
