Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,Exp_10,Exp_11,Exp_12,Exp_13,Exp_14,Exp_15,Exp_16,Exp_17,Exp_18,Exp_19,Exp_20,Exp_21,Exp_22,Exp_23,Exp_24,Exp_25,Exp_26,Exp_27,Exp_28,Exp_29,Exp_30,Exp_31,Exp_32,Exp_33,Exp_34,Exp_35,Exp_36,Exp_37,Exp_38,Exp_39,Exp_40,Exp_41,Exp_42,Exp_43,Exp_44,Exp_45,Exp_46,Exp_47,Exp_48,Exp_49,Exp_50
-1.1926661,-0.79663741,-1.188686,-0.70948338,-1.0691634,-0.98303382,-1.2364367,-0.84104087,-0.95429518,-0.92203247,-2.0509538,-1.0494056,-1.0954398,-1.3975205,-0.86697556,-1.2232697,-1.266219,-1.2154951,-1.0233073,-1.3590105,-0.9872205,-0.89864293,-0.86738037,-0.88572842,-0.85399507,-1.7500486,-0.92851458,-1.6150129,-1.3697832,-0.89689773,-1.6440087,-1.2999106,-0.73446026,-0.87301835,-1.0202961,-1.3861448,-1.1847859,-0.98178241,-0.93910537,-0.95566112,-1.1028289,-1.4789723,-0.85071185,-0.72900313,-0.87674428,-1.0062931,-0.80237703,-0.96498372,-0.84307603,-1.1558961
-1.1926661,-0.79663741,-1.2540518,-1.347227,-1.0691634,-0.98303382,-1.2364367,-0.84104087,-0.95429518,-0.92203247,-2.0509538,-1.0494056,-1.0954398,-1.3975205,-0.86697556,-1.2232697,-1.2662357,-1.2154951,-1.0233073,-1.3590105,-1.0394938,-0.89864293,-0.869419,-0.88714042,-0.85399507,-1.7500486,-0.92851458,-1.6150129,-1.3697832,-0.89689773,-1.6440087,-1.2999106,-0.73446026,-0.87301835,-1.0202961,-1.3861448,-1.1847859,-0.98178241,-1.4667804,-0.95566112,-1.1028289,-1.4789723,-0.85085164,-0.72900313,-0.87675105,-1.0062931,-1.1109537,-0.96498372,-0.85569887,-1.1558964
-1.1941564,-0.79663741,-1.2540518,-1.347227,-1.0691634,-0.98303382,-1.2364367,-0.84104087,-0.95429518,-0.93760766,-2.0509538,-1.1298895,-1.0954398,-1.4003539,-0.90835728,-1.2232697,-1.2662357,-1.2154951,-1.0233073,-1.3590105,-1.4715012,-0.89864293,-0.869419,-0.92723239,-0.85399507,-1.7598198,-0.92876951,-1.6150129,-1.4461501,-0.89689773,-1.6440087,-1.2999106,-0.73446026,-0.87303005,-1.0202961,-1.3861448,-1.1851037,-0.98178241,-1.4667804,-0.95566112,-1.1028289,-1.4789723,-0.85085164,-0.73700142,-0.87675105,-1.0062931,-1.1109537,-0.96498372,-0.95650703,-1.1558964
-1.2140322,-0.79663741,-1.2540518,-1.4691938,-1.0691634,-0.98303382,-1.4811382,-0.84104087,-0.95429518,-0.93814272,-2.0509538,-1.1298895,-1.0954398,-1.4003539,-0.90835728,-1.2232875,-1.2662357,-1.2155065,-1.0233073,-1.3590105,-1.4715012,-0.89864293,-0.869419,-0.92723239,-0.85399507,-1.7598198,-0.9288748,-1.6150898,-1.5685449,-0.89689773,-1.6440087,-1.2999106,-0.73446026,-0.87303005,-1.3728542,-1.3861448,-1.1851037,-0.98178241,-1.4667804,-0.95566112,-1.302291,-1.4789723,-0.85085164,-0.73941989,-0.87675105,-1.1877979,-1.1109537,-0.96498372,-0.95650703,-1.1558964
-1.2140323,-0.90470085,-1.3660427,-1.4691938,-1.0691634,-0.98303417,-1.4811382,-0.84104087,-0.95429518,-0.93814272,-2.102462,-1.1298895,-1.0954398,-1.4003539,-0.90835841,-1.2232875,-1.2679424,-1.2231587,-1.2243299,-1.3590105,-1.4715012,-0.89864293,-1.0106739,-0.92814223,-0.85399507,-1.7598198,-0.94430532,-1.6150898,-1.5685449,-0.89689773,-1.6440087,-1.2999106,-0.73446026,-0.87303005,-1.3728542,-1.3861451,-1.1864552,-1.3301301,-1.4667804,-0.95566112,-1.3022935,-1.4789723,-0.85085164,-0.74933496,-1.2089259,-1.1877979,-1.1109537,-0.96498372,-0.95650703,-1.1558964
-1.2144276,-0.97943419,-1.3664997,-1.4691938,-1.0691707,-0.98303417,-1.4811382,-0.84104087,-0.95429518,-0.99378969,-2.102462,-1.1298895,-1.2528047,-1.9555857,-1.6019591,-1.2232875,-1.2679424,-1.2231587,-1.2243299,-1.3590105,-1.4715012,-0.89864293,-1.0106739,-0.92814223,-0.86585003,-1.8144381,-0.94430532,-1.6150898,-1.5685449,-0.89689773,-1.6440087,-1.477849,-0.73446026,-0.87303005,-1.3728542,-1.3861451,-1.2553932,-1.3301301,-1.4667804,-0.95566112,-1.3022935,-1.4789723,-0.85085164,-0.82352924,-1.2089259,-1.1877979,-2.0452511,-0.96498372,-1.0008818,-1.5675874
-1.3238269,-0.97944428,-1.3664997,-1.5162848,-1.0691707,-1.0008359,-1.4811382,-0.84104087,-0.95429518,-1.1094676,-2.102462,-1.1298895,-1.3514724,-1.9555857,-1.6019591,-1.2232875,-1.3234801,-1.2231587,-1.2243299,-1.3590105,-1.4715012,-0.89864293,-1.0106739,-0.92814223,-0.86585003,-1.8144381,-0.94430532,-1.6150898,-1.5685449,-0.89689773,-1.6440087,-1.477849,-0.76138774,-0.94332285,-1.3728542,-1.3861451,-1.2553932,-1.3301301,-1.4667804,-0.95566112,-1.3245631,-1.4789723,-1.3719004,-0.82352924,-1.2089259,-1.1877979,-2.0452511,-0.96498373,-1.0008818,-1.5675874
-1.3238269,-0.97944428,-1.3664997,-1.5162848,-1.0691707,-1.0012719,-1.4811382,-0.84104087,-0.95429518,-1.1094676,-2.102462,-1.1298895,-1.3514724,-2.1384275,-1.6019591,-1.4215087,-1.3234801,-1.2231587,-1.2889122,-1.5940003,-1.4715012,-0.89864293,-1.0106739,-0.92832099,-0.86585003,-1.8144381,-1.1148981,-1.6150898,-1.5685449,-0.89689773,-1.6440328,-1.477849,-0.76138774,-1.2587037,-1.3728543,-1.3866032,-1.2553932,-1.3301301,-1.4667804,-0.95566112,-1.3245631,-1.4789723,-1.3719004,-0.82399061,-1.4558217,-1.1877979,-2.0452511,-0.96498373,-1.0072716,-1.5675874
-1.3238269,-0.97944428,-1.3664997,-1.5162848,-1.0691707,-1.0012719,-1.4811382,-0.84104087,-1.2728444,-1.1094676,-2.102462,-1.2256951,-1.3514724,-2.1384275,-1.6019591,-1.4215087,-1.3234801,-1.2231587,-1.2889122,-1.6181946,-1.4715012,-1.1639552,-1.0106739,-0.92832099,-0.86585003,-1.8144381,-1.1148981,-1.7147105,-1.5685449,-0.93410049,-1.6440328,-1.477849,-0.76138774,-1.2587037,-1.3728543,-1.3866032,-1.2553932,-1.3301301,-1.4667804,-0.95566112,-1.4120005,-1.4789723,-1.3719004,-0.82399061,-1.4558217,-1.2625394,-2.0452511,-0.96498373,-1.0072716,-1.5675874
-1.3238269,-0.97944428,-1.3664997,-1.5162848,-1.0691707,-1.0012719,-1.4811395,-1.138006,-1.2728444,-1.1094676,-2.102462,-1.2256951,-1.3514724,-2.1391492,-1.6019591,-1.4215087,-1.3699739,-1.2231589,-1.2889122,-1.6181946,-1.4715012,-1.1639552,-1.0132278,-1.0360167,-0.86585003,-1.8144381,-1.1148981,-1.7147105,-1.5685449,-0.93410049,-1.6440328,-1.477849,-0.76138808,-1.2587037,-1.3728543,-1.3866032,-1.697241,-1.3301301,-1.4667804,-0.95566112,-1.4120005,-1.4789723,-1.3719004,-0.82399061,-1.4558217,-1.2625394,-2.0452511,-1.0119759,-1.0072716,-1.5675874
