Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,Exp_10,Exp_11,Exp_12,Exp_13,Exp_14,Exp_15,Exp_16,Exp_17,Exp_18,Exp_19,Exp_20,Exp_21,Exp_22,Exp_23,Exp_24,Exp_25,Exp_26,Exp_27,Exp_28,Exp_29,Exp_30,Exp_31,Exp_32,Exp_33,Exp_34,Exp_35,Exp_36,Exp_37,Exp_38,Exp_39,Exp_40,Exp_41,Exp_42,Exp_43,Exp_44,Exp_45,Exp_46,Exp_47,Exp_48,Exp_49,Exp_50
75.321113,76.340274,67.203971,69.31801,75.235439,64.665796,69.313291,80.642831,72.551449,78.909451,72.439714,73.340423,67.254521,70.39989,74.911835,73.833499,69.823662,72.923342,66.535734,70.890339,72.436523,63.185385,71.608409,74.976401,68.044829,69.620416,71.869281,68.517477,63.866273,68.552955,70.209569,69.110116,59.8329,74.742419,75.105811,75.022961,68.489138,66.17877,74.524558,70.290765,69.737505,72.364191,67.129947,72.724897,69.072766,71.802773,71.324445,66.253981,68.470247,74.993067
66.995949,75.788831,69.012566,67.854106,73.359685,68.059828,62.643538,72.469288,68.831921,72.190444,64.763928,71.179824,72.751658,71.779079,69.78772,73.015006,68.996785,74.845954,65.351824,71.349586,66.953684,68.203025,66.407687,70.577795,70.709369,70.182659,68.731659,67.145521,64.648209,65.90148,69.565697,71.066059,73.456826,75.812956,71.539006,71.905598,72.737195,66.325059,71.819704,70.312974,69.866419,64.409245,66.651107,71.963438,65.58193,69.814832,70.962902,68.975947,75.532867,70.617766
70.304906,70.928337,65.271898,68.8574,65.10121,60.15177,65.145489,67.235377,67.129734,69.418515,67.331563,58.89584,67.254521,66.433848,68.86056,71.997507,65.886343,62.016641,68.951574,67.646871,66.186565,58.069233,68.653237,69.365135,74.158023,64.177043,66.120126,71.195073,61.650045,65.268927,62.365372,64.674168,72.826637,71.790767,63.342634,71.44617,66.893834,69.932531,65.753499,67.669764,66.978853,59.516581,68.421441,66.055373,67.052386,69.507569,60.84105,66.096403,67.828149,67.852782
60.999091,65.095509,68.963733,64.019566,71.526232,63.764562,64.808802,68.687602,68.831921,70.587453,59.484176,64.807784,65.078919,69.781054,63.712536,69.236212,66.202618,69.808916,69.450704,67.028221,64.911081,63.756605,66.407687,68.696772,63.080871,59.831995,62.248805,69.137384,56.933814,61.902343,61.767858,69.305438,70.575128,72.074758,66.384814,70.746705,67.484486,64.96495,66.647647,66.837575,68.630427,62.027225,66.651107,63.440233,63.882993,70.721725,66.541984,66.363198,66.900586,69.334194
59.493288,68.63306,63.313629,63.677027,65.10121,59.505239,66.303881,63.851541,65.643341,67.374018,64.02176,57.266418,61.589365,66.954138,66.258814,65.427915,66.975468,62.016641,65.082083,61.108796,66.186565,58.367691,64.425963,67.354787,65.771492,59.531933,61.027009,69.209389,60.35386,61.512126,62.365372,61.694705,67.30338,68.198031,63.342634,68.051988,58.670341,62.046582,61.292751,60.627234,60.384898,60.307441,66.288869,63.25006,62.269779,69.404384,64.250687,58.891428,66.354121,64.436506
60.350882,60.175554,61.914713,56.51256,66.80084,60.909708,59.830276,58.820522,61.222072,62.174099,61.712033,57.652185,60.588431,65.130296,63.244751,63.561985,62.998222,66.306738,65.688315,55.368,64.902872,59.75731,64.833004,65.553368,64.291882,57.777702,60.284839,63.307581,61.461495,59.106013,55.665478,59.94686,64.30714,65.511456,61.030223,65.772903,57.898006,63.452971,58.236488,61.218922,63.490362,56.073172,64.368437,62.313758,58.300627,61.737027,60.729765,58.253543,60.283243,56.146806
55.968378,65.031607,57.398144,59.49072,64.2819,59.224517,61.097372,59.905154,61.149126,65.160935,60.827607,54.056382,60.041175,64.888792,61.038135,57.231164,61.992436,61.828073,57.510675,58.022501,64.900881,60.335522,61.941214,63.469418,60.108246,61.56538,62.193574,66.22424,60.54579,58.48867,57.887701,61.434876,64.382018,62.174256,61.185685,64.842622,51.285061,62.046582,59.437161,53.282843,59.933861,58.789193,58.50527,62.219081,60.593792,63.979097,62.810131,59.188797,61.786057,59.405063
56.199838,56.700578,55.671801,56.51256,62.161107,56.346073,55.32284,56.003363,55.890232,55.537287,58.042162,54.855032,58.37307,64.242518,57.774772,56.490544,56.936466,62.561747,61.46632,54.670401,60.620987,56.043685,57.718992,59.086903,60.975583,57.212532,60.608419,59.958048,55.99345,56.476599,55.665478,62.290442,59.196417,56.649684,58.999818,64.76722,55.496327,57.435767,57.597179,57.152177,55.983501,57.562688,59.33544,57.52226,55.194534,60.382489,54.571545,55.640719,58.722884,59.163241
53.169637,55.318892,52.758475,56.584832,61.570216,56.397368,56.80157,60.527832,60.378979,55.102743,55.799015,52.390412,56.047273,62.211902,57.07648,53.437801,59.07308,60.323303,58.281828,54.498008,64.14363,54.973722,57.913381,56.089952,60.288565,57.447731,54.905777,60.610077,57.517304,55.944982,55.665478,59.339519,58.426166,55.687054,60.726094,64.2264,52.931549,58.344189,58.28601,53.282843,54.412994,57.562688,57.40076,57.694948,54.384054,61.643933,52.936266,57.478027,54.852003,59.220938
52.49174,60.259198,49.8729,55.237322,56.631981,54.652374,52.502794,53.10086,59.26365,55.537287,56.521176,50.898243,56.540578,59.059559,56.621119,53.79723,56.001487,59.650711,56.288562,50.031955,59.740071,51.517629,57.214588,58.957857,57.657007,53.924875,52.929035,55.889978,55.318763,52.994896,53.009455,56.317013,53.564924,54.071861,54.395763,62.357289,53.112218,57.07712,48.810179,49.753063,56.887351,56.845268,51.46544,51.138753,49.502293,56.953189,53.730623,54.71331,55.613405,55.252931
53.229212,53.151108,52.366183,55.937414,61.570216,51.904316,51.83623,56.745623,52.5351,57.462982,50.764346,50.689526,54.827111,57.637636,56.616949,52.467147,56.188312,50.096352,51.391592,54.799332,54.237558,51.598257,53.164733,52.771802,54.562505,51.200043,51.548566,59.269719,56.561529,52.890539,54.902699,55.428777,52.538485,55.687054,52.272696,59.553684,51.543671,57.02141,52.553113,53.282843,54.412994,57.614237,53.75105,53.725186,49.644721,52.172044,52.936266,53.927527,52.900353,55.460893
51.433434,53.063719,49.240678,51.296416,57.672412,51.054223,51.093507,53.19564,56.717828,54.018062,53.785181,50.228733,53.089026,58.892463,52.576115,48.032361,51.016065,53.331464,56.098766,49.089821,58.774226,51.840271,48.766091,50.805282,50.349866,51.297946,54.424287,52.856944,54.55974,51.926365,53.953393,53.870319,53.132472,53.122086,53.993084,57.321292,45.518598,53.64169,49.285165,49.753063,54.462621,54.57979,50.893875,51.019381,49.502293,53.594265,53.366228,52.571725,54.407766,55.965064
48.884258,53.123876,50.221838,48.505258,54.652165,49.109142,52.222024,54.594833,52.5351,54.207031,50.764346,48.177832,54.623311,56.10956,51.137231,52.169597,53.627749,50.096352,52.045505,49.163399,49.479705,51.660779,52.000918,52.611442,53.640972,51.02386,50.050945,48.336197,51.009173,51.693045,52.634495,53.296652,49.058897,49.799365,52.272696,58.214611,43.477662,52.325043,47.065276,50.109454,53.770465,53.64885,50.379304,48.706666,45.583193,48.424994,50.680782,52.206708,50.335851,54.716726
49.505237,52.593553,47.364691,50.379968,52.203792,49.090828,49.046951,52.796571,53.869864,50.993387,51.065799,47.440892,53.850859,55.101454,47.548513,48.032361,49.066602,51.235028,53.980908,49.089821,54.228255,48.979264,51.525156,50.805282,48.546401,49.091066,50.141056,50.572008,50.788661,47.812503,51.175852,52.604628,51.028637,49.222004,52.828603,54.146922,45.557182,50.971458,47.723824,47.793635,52.216193,48.879909,48.844983,49.673709,48.882779,52.063133,52.310366,52.450143,47.881435,52.270243
48.119426,48.289611,48.445341,48.611168,55.525055,50.659427,49.849284,48.578546,50.712698,50.696913,50.356392,48.177832,51.313375,51.487123,50.626008,47.498921,52.232743,50.096352,49.683807,46.081589,50.428239,48.861552,51.869417,52.713488,48.378717,46.475085,49.371978,49.554734,50.700129,50.577049,47.730962,51.610182,46.825237,48.867462,50.397715,51.573346,43.477662,47.279725,46.111033,49.650459,47.38183,52.143323,46.772246,45.878906,46.847615,47.617046,50.471886,48.191213,46.886863,51.131954
45.449078,49.013047,43.545722,49.766951,53.099287,47.254243,49.567889,50.515506,49.342624,50.415926,46.43885,44.127617,50.858731,50.774554,47.548513,48.032361,48.278679,54.743451,51.663294,46.647753,51.082778,47.307174,48.142216,49.776279,47.413178,46.508421,49.49123,49.420045,49.679942,49.527549,48.286487,47.332583,47.302149,48.881368,50.593927,50.99092,42.858928,49.182529,45.404029,47.793635,46.921219,51.675274,47.127317,47.955911,47.894621,48.552033,49.015033,50.093244,48.378076,52.112841
46.728932,47.738752,43.353068,46.558256,48.745897,47.447293,47.058785,48.505429,50.712698,49.423152,47.191042,44.570088,49.886902,51.935372,48.764594,42.175534,48.440973,50.206753,50.140348,43.886519,49.575522,43.769527,45.96339,49.832086,48.291838,45.868086,45.629888,46.5333,49.891788,47.739593,47.730962,45.402424,49.441816,47.031567,50.272755,52.45419,43.477662,49.213825,44.358712,48.150026,46.648679,46.345497,46.772246,44.264075,43.570704,48.1473,48.962276,48.173618,46.886863,48.462082
