Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,Exp_10,Exp_11,Exp_12,Exp_13,Exp_14,Exp_15,Exp_16,Exp_17,Exp_18,Exp_19,Exp_20,Exp_21,Exp_22,Exp_23,Exp_24,Exp_25,Exp_26,Exp_27,Exp_28,Exp_29,Exp_30,Exp_31,Exp_32,Exp_33,Exp_34,Exp_35,Exp_36,Exp_37,Exp_38,Exp_39,Exp_40,Exp_41,Exp_42,Exp_43,Exp_44,Exp_45,Exp_46,Exp_47,Exp_48,Exp_49,Exp_50
-0.9705511,-0.61569202,-0.78852154,-0.3042409,-0.70724575,-0.818917,-1.3028403,-0.78100283,-0.66133899,-0.73793601,-0.7451179,-0.84244526,-1.384964,-0.71792325,-0.6209325,-0.68664113,-0.73482033,-0.74477857,-0.59832698,-0.61532868,-1.0099071,-0.73713724,-0.60817109,-0.98938228,-0.80328394,-0.79227162,-1.003416,-1.0450541,-0.70950939,-1.0373267,-0.79506639,-1.1324336,-0.36776985,-0.73956499,-0.8673469,-0.72716254,-0.72290036,-0.83990489,-0.73174906,-0.88459672,-0.35333731,-0.98459863,-0.72524905,-1.6920945,-0.80173865,-0.9312536,-1.0199915,-1.0193537,-1.4052843,-0.89707846
-1.266722,-0.64021308,-0.90028305,-0.7159779,-1.119696,-0.81892846,-1.3028403,-0.7809082,-1.0850433,-0.66363741,-1.3811897,-0.92095922,-1.3246172,-1.9444351,-0.91427135,-1.352103,-0.73443382,-0.73735936,-0.69137747,-0.66199806,-0.87318449,-1.4321737,-0.60593513,-1.2220168,-0.80328394,-1.3088522,-1.1872591,-1.0450541,-0.75358451,-1.2967321,-1.2437083,-1.3394213,-0.51493765,-0.73646435,-0.86880601,-1.0444692,-0.91720739,-0.9365286,-1.0475121,-1.4236127,-0.97088138,-1.4159323,-1.292739,-1.2322148,-1.2666624,-1.109054,-1.0195696,-1.0193554,-1.6444003,-0.72510621
-1.266722,-0.68275745,-1.1961247,-0.71722414,-1.2070391,-1.0465689,-1.3170914,-1.0108842,-1.0850433,-0.69807773,-1.5549184,-0.92791644,-1.2909762,-1.9444395,-0.62228077,-1.4140263,-1.2720999,-0.74561172,-0.69137747,-0.77048834,-0.73697141,-0.98574842,-0.68674388,-1.4484475,-0.83331936,-1.2703443,-1.2600928,-1.4001561,-1.2596313,-1.163116,-1.2137176,-1.3185997,-0.53969498,-0.82335171,-1.1302295,-1.0449484,-0.88449338,-0.8888565,-1.1423414,-1.4236127,-0.64480248,-1.7305716,-0.94474899,-1.6920945,-1.0337874,-1.109054,-1.2752298,-0.82520028,-1.6714698,-0.99214112
-1.3184078,-0.76085559,-1.1969563,-0.96318688,-1.6354415,-1.3528309,-1.8830882,-1.0598559,-1.1900506,-0.94559047,-1.0966759,-1.2228178,-1.5914152,-1.9444351,-0.91427135,-1.6357639,-1.0823648,-0.98536401,-0.87306321,-0.74043443,-0.9902744,-1.1424097,-1.0096344,-1.6445289,-1.3970004,-1.5013547,-1.6163465,-1.3392845,-0.94682294,-1.2688057,-1.2435206,-1.6171767,-0.76553789,-1.1355514,-1.3742865,-0.80851083,-0.88744048,-1.2247909,-1.1355847,-1.5179596,-0.97088138,-1.9335634,-1.292739,-1.4411547,-1.3725796,-1.6857913,-1.4262465,-1.3596665,-2.0746545,-1.4056205
-1.9125047,-0.78357707,-1.5792083,-1.0891391,-1.8706118,-1.1757209,-1.8830882,-1.0981903,-1.6326898,-0.94507912,-1.7163668,-1.2228178,-1.3874238,-2.1091514,-1.1434363,-1.9151152,-1.2156367,-1.1821635,-0.85960646,-1.0283413,-1.2788218,-1.1520551,-1.092823,-1.9318518,-1.6566009,-2.7478218,-1.5931414,-1.6353857,-1.4220917,-1.4023609,-1.7375162,-1.7465925,-0.76553789,-1.3808866,-1.4530981,-1.144055,-1.0845167,-1.2490688,-1.2282489,-2.1435246,-1.686787,-1.7877828,-1.3388613,-1.9617868,-1.3790017,-2.4130452,-1.4404239,-1.3596665,-2.0746545,-1.4035166
-2.0835007,-1.1886392,-1.5814054,-1.0891411,-2.0804065,-1.3355276,-1.9009314,-1.4855096,-1.6333213,-1.129287,-2.3876557,-1.5923273,-1.9876515,-2.1993405,-1.2521123,-2.2309553,-1.4740795,-1.376835,-0.98731336,-1.6652455,-1.3506307,-1.2696968,-1.3613466,-1.9318517,-1.7700121,-1.5549965,-1.9282123,-1.8168403,-1.4448374,-1.7921735,-1.9105151,-2.5209351,-0.76555238,-1.6404856,-1.4530981,-1.390231,-1.3253745,-1.4346112,-2.0435868,-2.1677247,-1.2780418,-2.3916089,-1.7146435,-2.0668651,-1.896364,-2.168503,-1.6968542,-1.647011,-2.3267462,-1.5083304
-2.3940892,-1.6668977,-2.127556,-1.3965057,-2.0804065,-1.5725558,-1.9013168,-1.6127898,-1.6495954,-1.129287,-2.0308521,-2.0688548,-2.7036458,-2.1988433,-1.6163953,-2.0942429,-1.7523573,-1.4222783,-1.339276,-1.4479825,-1.3506307,-1.8825162,-1.5132817,-2.4051946,-2.1302931,-2.1906705,-2.3144082,-1.7821083,-1.7075105,-2.2719083,-2.0285914,-2.3337523,-1.3517406,-1.9486999,-2.3134716,-1.3843738,-1.5709235,-1.6401359,-2.0435868,-2.1677247,-1.2774145,-2.408807,-1.5958142,-2.8471318,-1.8892586,-2.5883293,-1.8790614,-1.502876,-2.7521907,-1.5380199
-2.6401942,-1.4842287,-1.7627049,-1.3965077,-2.0574033,-1.7395336,-2.0031231,-1.6355183,-1.9701312,-1.4726084,-2.0801682,-1.9381716,-2.2260679,-2.5829934,-1.6163953,-2.2783125,-2.3359005,-1.7771727,-1.535067,-1.3388937,-1.6467491,-1.8825162,-1.5596415,-2.4183194,-1.9843386,-2.0441945,-1.9703414,-2.0608672,-2.1830869,-2.279245,-2.002346,-2.5439167,-1.2735909,-1.4045236,-1.9262777,-1.3607935,-1.5709235,-1.6218741,-1.6374111,-3.0769837,-1.3375513,-2.5393544,-2.0647652,-2.8471318,-1.9845225,-2.5883293,-2.4015794,-1.6940536,-2.7661062,-2.1616011
-3.3836195,-1.9664522,-2.1274965,-2.2945389,-2.1488706,-1.9891814,-2.0850137,-1.9801506,-2.116366,-1.5535611,-2.0308521,-2.116414,-2.8695554,-2.9772241,-1.7269944,-2.6802631,-2.3262236,-1.7771727,-1.25319,-1.5237955,-1.7839942,-1.9203903,-2.1659649,-2.716467,-2.6337482,-2.3773079,-2.3656854,-2.5655022,-2.1386929,-3.2642705,-2.4592432,-2.703289,-1.4168159,-1.8695857,-2.7708091,-1.6795217,-1.6891055,-2.0223783,-2.0444908,-3.4673761,-1.5937326,-2.8684037,-2.1014969,-2.8471318,-1.9845225,-3.01949,-2.5811671,-1.9935656,-2.7661047,-2.1616012
-2.8197542,-1.9194452,-2.4458336,-1.6629967,-2.2347125,-2.3485833,-2.6012143,-2.1615798,-2.378124,-2.0265194,-2.4232442,-2.1366564,-3.3547098,-3.3639431,-2.1566391,-2.6017436,-2.772136,-1.9929263,-1.8626682,-1.8326335,-2.410919,-2.4998013,-2.2245981,-2.8325065,-2.7821602,-2.7398517,-2.7215953,-2.9419625,-2.3806953,-3.0984102,-2.5109633,-3.3465941,-1.4885556,-1.9488834,-3.214866,-1.7599193,-2.0266261,-2.4444549,-2.1531356,-3.4873213,-1.7159401,-3.4504251,-2.5097461,-2.9009796,-2.426799,-2.8463742,-2.534707,-2.3253736,-2.8368409,-2.4624951
