Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,Exp_10,Exp_11,Exp_12,Exp_13,Exp_14,Exp_15,Exp_16,Exp_17,Exp_18,Exp_19,Exp_20,Exp_21,Exp_22,Exp_23,Exp_24,Exp_25,Exp_26,Exp_27,Exp_28,Exp_29,Exp_30,Exp_31,Exp_32,Exp_33,Exp_34,Exp_35,Exp_36,Exp_37,Exp_38,Exp_39,Exp_40,Exp_41,Exp_42,Exp_43,Exp_44,Exp_45,Exp_46,Exp_47,Exp_48,Exp_49,Exp_50
2.4095063e+10,2.2326392e+10,2.0270662e+10,2.2015886e+10,2.3440316e+10,2.073417e+10,2.2715341e+10,1.8240247e+10,1.7288147e+10,2.3571999e+10,1.9022103e+10,2.3257741e+10,1.5050054e+10,2.2443392e+10,2.9080125e+10,2.2259722e+10,2.220113e+10,2.7079262e+10,1.8605285e+10,2.8782349e+10,2.9282637e+10,2.3480993e+10,2.7101367e+10,1.9621265e+10,2.2915584e+10,2.6900479e+10,2.7595523e+10,2.1788779e+10,2.5211323e+10,2.6253509e+10,2.2005218e+10,1.5698344e+10,2.7098978e+10,1.7445413e+10,2.5240153e+10,3.1075395e+10,2.9625817e+10,2.566661e+10,2.2047021e+10,1.8616674e+10,2.6516987e+10,2.6231455e+10,2.2302362e+10,2.1656946e+10,1.7996819e+10,1.4020921e+10,2.9888456e+10,2.447488e+10,2.7972676e+10,2.6128827e+10
2.0223646e+10,1.9299794e+10,2.401224e+10,1.9535203e+10,1.620872e+10,1.6865111e+10,2.0685502e+10,2.3108851e+10,2.0733463e+10,2.3081145e+10,1.8902219e+10,2.1130672e+10,1.9606131e+10,2.0596469e+10,2.692042e+10,2.3363377e+10,2.070614e+10,1.510917e+10,2.0161033e+10,2.5514837e+10,2.3326251e+10,1.6975787e+10,1.0891542e+10,2.2830154e+10,1.612507e+10,1.8894852e+10,2.9184652e+10,1.9079524e+10,2.4675767e+10,1.9462061e+10,2.049413e+10,1.6370797e+10,2.2989314e+10,1.4568173e+10,2.1880577e+10,2.5799382e+10,2.5558719e+10,2.3644805e+10,1.7883803e+10,1.8616674e+10,2.5145179e+10,2.1911203e+10,2.2043526e+10,1.4712259e+10,1.8914816e+10,1.8081054e+10,1.9772154e+10,1.6690784e+10,2.2899707e+10,2.3482615e+10
1.8025103e+10,1.3651378e+10,2.1610835e+10,2.0799878e+10,1.4958946e+10,1.9015056e+10,1.7542825e+10,2.0354156e+10,1.3881802e+10,1.9335969e+10,2.1265492e+10,1.9324329e+10,2.0644273e+10,1.8819751e+10,2.2781031e+10,2.1241124e+10,1.8012126e+10,1.9128251e+10,1.8505281e+10,2.0741764e+10,2.1819676e+10,1.7543492e+10,1.8533698e+10,1.9369828e+10,1.2883309e+10,2.1830401e+10,2.4971212e+10,1.6428191e+10,2.0214074e+10,2.2372839e+10,1.5382284e+10,1.8555264e+10,2.257318e+10,1.8415038e+10,2.3979052e+10,2.4593994e+10,2.101409e+10,1.6493148e+10,2.2335611e+10,9.5408689e+09,1.8034391e+10,1.6339863e+10,1.7753422e+10,1.6617653e+10,1.617786e+10,1.4020477e+10,2.0219392e+10,2.2489324e+10,2.2145724e+10,1.9379553e+10
1.8212342e+10,1.8543514e+10,1.6915589e+10,1.4064515e+10,9.6108331e+09,1.3638955e+10,1.5653452e+10,1.6974194e+10,1.629956e+10,1.6054906e+10,1.8902219e+10,1.8145434e+10,1.2756167e+10,1.5074901e+10,1.82695e+10,2.0255541e+10,1.676847e+10,1.8023654e+10,1.7281603e+10,1.6884926e+10,2.0373734e+10,1.2923428e+10,1.2199402e+10,2.0494004e+10,1.6462454e+10,8.9509307e+09,1.3932552e+10,1.5558123e+10,2.1055132e+10,1.5951845e+10,1.1336853e+10,1.4179405e+10,1.7306288e+10,1.6653629e+10,1.9089695e+10,1.79246e+10,1.801448e+10,1.600001e+10,2.2580197e+10,1.4079361e+10,1.9877289e+10,1.163711e+10,1.2694078e+10,1.212107e+10,1.3593434e+10,1.0181941e+10,2.0954041e+10,1.6363695e+10,1.7061557e+10,2.0066357e+10
1.7482025e+10,1.5949329e+10,1.5025755e+10,1.8072616e+10,1.1878639e+10,9.4389535e+09,1.2398705e+10,1.2158982e+10,9.9311422e+09,1.6743195e+10,1.9389909e+10,1.7058188e+10,1.4860214e+10,1.2078519e+10,1.3130645e+10,1.3523257e+10,1.3973105e+10,1.6301465e+10,1.6969392e+10,2.0129753e+10,1.7471801e+10,1.4012785e+10,1.0842377e+10,1.7047835e+10,1.2867139e+10,1.1810879e+10,1.5160628e+10,1.2356168e+10,1.5341401e+10,1.2005107e+10,1.4362168e+10,1.4035686e+10,1.1729661e+10,1.3848053e+10,1.4905252e+10,2.0768407e+10,1.4398795e+10,1.0727334e+10,1.8917297e+10,1.1903602e+10,1.7084802e+10,1.1273555e+10,1.2838763e+10,1.0724766e+10,1.1410292e+10,1.1487495e+10,1.6041498e+10,1.7468129e+10,1.5515247e+10,1.830875e+10
1.6190201e+10,1.243377e+10,1.15131e+10,1.1641169e+10,9.9182901e+09,5.2920505e+09,1.0015143e+10,1.2309491e+10,1.3001366e+10,1.6743195e+10,1.4960897e+10,1.2900343e+10,1.1200548e+10,1.0613523e+10,1.567772e+10,1.2017954e+10,1.1047235e+10,1.2168079e+10,9.1674959e+09,1.6567794e+10,1.2465657e+10,1.0181942e+10,6.1328769e+09,1.7327067e+10,1.2498042e+10,6.3013834e+09,1.6554905e+10,1.0611023e+10,1.6210401e+10,9.4849151e+09,1.122362e+10,1.3930824e+10,1.1164035e+10,1.4941567e+10,1.1742195e+10,1.4913823e+10,1.3452666e+10,1.0260378e+10,1.6537084e+10,8.9772797e+09,1.4847485e+10,1.0194555e+10,9.4261024e+09,1.0420181e+10,1.0526436e+10,9.0744208e+09,1.1907263e+10,1.6717671e+10,1.5536273e+10,1.7297289e+10
1.2071071e+10,1.193575e+10,9.6472374e+09,1.4464396e+10,6.035207e+09,5.6318891e+09,1.1150846e+10,1.2191248e+10,9.8727119e+09,1.3122268e+10,1.4353974e+10,1.1157408e+10,1.1523693e+10,1.005788e+10,1.2176853e+10,1.0191105e+10,1.0982561e+10,1.4002795e+10,9.3704245e+09,9.3196669e+09,1.3134511e+10,1.0329615e+10,1.067209e+10,1.332303e+10,1.0547308e+10,7.6940792e+09,1.2687038e+10,8.5456758e+09,1.0966937e+10,1.0954314e+10,8.3227638e+09,1.3013191e+10,1.2267275e+10,9.3653827e+09,1.4905252e+10,1.6402137e+10,1.0537627e+10,1.0727334e+10,1.2739252e+10,7.9622725e+09,1.6159767e+10,9.9402616e+09,8.7832616e+09,7.8263318e+09,9.5818219e+09,7.6410889e+09,7.9661551e+09,1.2426946e+10,1.4505782e+10,1.1073685e+10
1.3913014e+10,7.9457452e+09,1.0593376e+10,1.3150388e+10,6.5246635e+09,5.5702982e+09,1.0023669e+10,7.0321469e+09,8.779224e+09,3.7062134e+09,1.0215621e+10,1.3195203e+10,9.0981236e+09,9.6364148e+09,1.0150659e+10,6.0492349e+09,8.7140769e+09,1.2104002e+10,7.5240621e+09,9.4181863e+09,6.4590997e+09,7.7398346e+09,6.1328769e+09,1.0970474e+10,1.218065e+10,6.0678446e+09,9.0900174e+09,6.7507311e+09,1.3106509e+10,4.096149e+09,8.7117049e+09,1.0949469e+10,6.0922746e+09,5.9957918e+09,1.1707799e+10,1.5087233e+10,7.5142348e+09,8.0120711e+09,1.5188004e+10,7.5327941e+09,1.2420889e+10,8.6838976e+09,8.8016645e+09,8.2618573e+09,8.2753111e+09,6.0699787e+09,7.618939e+09,1.175264e+10,1.1565102e+10,1.3474441e+10
1.0532971e+10,1.0020154e+10,7.8893617e+09,1.0565461e+10,6.7855197e+09,5.0040868e+09,7.4531151e+09,5.7164714e+09,7.7468702e+09,8.0892683e+09,8.0702671e+09,1.1144333e+10,6.7075315e+09,7.569957e+09,9.6769327e+09,1.0680406e+10,8.7328891e+09,1.134042e+10,4.9983573e+09,7.8405563e+09,6.4113348e+09,7.2921917e+09,5.8662404e+09,1.1709973e+10,7.3390248e+09,5.6142509e+09,8.885382e+09,7.4672629e+09,8.3671925e+09,8.5455725e+09,6.3343367e+09,1.1063605e+10,9.6565269e+09,7.4098607e+09,1.026501e+10,1.3255676e+10,8.7077526e+09,7.8144943e+09,1.173204e+10,7.1497156e+09,1.3406401e+10,7.1990345e+09,8.0296702e+09,4.382759e+09,7.5319861e+09,5.1288403e+09,9.9191749e+09,1.1563636e+10,6.0783005e+09,1.0106077e+10
1.0091857e+10,7.6995297e+09,7.976338e+09,1.06582e+10,6.5196521e+09,4.9263715e+09,6.9014685e+09,5.2610087e+09,6.1936173e+09,8.3171843e+09,9.0911216e+09,7.9631183e+09,7.8030282e+09,6.2629841e+09,6.674301e+09,5.0662508e+09,8.241135e+09,9.0233769e+09,5.009192e+09,7.5419131e+09,4.278254e+09,7.7565035e+09,4.6278682e+09,1.0494924e+10,9.1419274e+09,5.1116086e+09,5.1629846e+09,5.7781052e+09,1.0215456e+10,6.384966e+09,6.1581049e+09,9.4391336e+09,6.0922746e+09,4.6495411e+09,6.5685853e+09,1.291967e+10,4.7131156e+09,6.1520958e+09,1.1910719e+10,4.4199355e+09,9.6224722e+09,5.3277783e+09,6.9092934e+09,3.0267261e+09,4.9356952e+09,5.127885e+09,9.3533723e+09,1.1196765e+10,6.9938737e+09,8.0564851e+09
