Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,Exp_10,Exp_11,Exp_12,Exp_13,Exp_14,Exp_15,Exp_16,Exp_17,Exp_18,Exp_19,Exp_20,Exp_21,Exp_22,Exp_23,Exp_24,Exp_25,Exp_26,Exp_27,Exp_28,Exp_29,Exp_30,Exp_31,Exp_32,Exp_33,Exp_34,Exp_35,Exp_36,Exp_37,Exp_38,Exp_39,Exp_40,Exp_41,Exp_42,Exp_43,Exp_44,Exp_45,Exp_46,Exp_47,Exp_48,Exp_49,Exp_50
566.14898,642.79111,465.94568,580.88222,543.93553,637.50557,628.39189,512.85163,557.35855,597.60032,536.36961,662.83099,600.62241,560.38822,564.21492,621.58984,585.7994,645.41686,646.05137,571.88189,577.53917,515.73687,629.96363,560.23632,593.20763,521.35824,547.66366,648.0308,586.67227,593.51942,625.04704,614.95275,602.90876,622.82998,657.68716,622.48142,613.48535,590.57282,649.5408,557.52689,579.05225,599.48567,576.03961,494.25471,637.62634,658.16094,587.93444,667.38239,608.10912,555.94473
596.16958,569.99233,614.04966,560.01128,551.84513,549.40554,667.62046,582.92619,608.38029,580.27546,564.84557,575.71611,630.87321,467.05113,551.22093,600.67626,531.37861,593.48501,586.69871,571.38738,543.22798,515.46619,546.83698,399.8833,595.00426,607.96041,610.89134,579.47727,563.51506,557.47166,616.80505,606.99284,566.855,588.84047,571.71919,489.30011,589.78872,533.05472,597.70368,555.85116,539.06028,606.041,641.69835,494.25471,571.56647,553.28397,575.00927,634.80332,601.61323,584.27693
553.08121,530.20607,465.94568,570.49566,582.73248,590.64134,600.32202,581.32158,557.35855,542.34467,465.51258,496.16224,567.15785,535.46169,548.06864,482.80117,543.71088,625.66472,575.83295,565.93808,576.46249,515.73687,521.00666,431.39946,550.44145,569.15246,529.50483,588.46388,551.15649,558.87828,580.74885,553.57364,480.25767,453.04237,525.07598,528.81428,545.56284,548.19057,580.47907,613.91402,540.80833,586.73528,564.0148,463.94879,610.82863,501.52535,588.66495,556.21447,599.34551,554.73025
514.98933,526.1082,525.29747,525.01575,528.13749,541.27757,587.05166,546.53364,458.91081,546.72335,505.06455,457.11838,594.69425,505.10865,502.07427,520.16678,479.26934,492.84704,514.70119,537.52665,533.46767,539.1098,555.94235,513.29451,457.3549,566.60474,554.63725,519.68538,534.27384,530.21267,526.18097,507.46115,476.02178,488.5984,458.82956,513.77402,458.34063,510.37831,532.94469,516.40905,513.73031,549.98981,552.47641,472.69439,558.45081,517.07291,451.54006,457.74808,529.03457,497.43507
479.82352,480.22601,504.90475,443.94591,511.62903,513.64418,570.46511,565.76903,548.63102,507.16527,416.30539,465.93886,550.22942,453.23528,481.90616,482.80117,485.39074,517.04524,533.35095,461.47904,482.94692,541.76828,482.20526,489.25497,417.36518,432.9459,447.82321,444.61847,520.14566,508.31165,512.71946,505.24918,441.28254,430.58795,452.18409,497.74391,410.57595,468.65861,531.89897,496.47907,501.34134,555.49867,514.12516,441.81753,549.21437,480.14684,485.65374,511.32962,504.73855,532.0315
476.81967,438.80087,473.63792,430.8034,515.55741,397.00488,545.28499,515.97423,458.91081,455.26192,480.04534,397.62871,465.26383,454.7241,443.4277,439.59578,432.37803,441.98447,495.14193,447.92828,496.60852,486.47315,485.44227,415.24214,420.6371,453.3916,457.2284,446.38482,374.6937,415.96219,496.56249,456.03006,409.71736,418.46897,427.87243,466.81001,409.1093,464.42537,455.13248,492.9331,484.83001,511.05158,490.50956,431.58559,544.53829,397.65514,484.7227,502.02791,515.73815,509.24771
435.65108,452.00548,466.92789,371.27397,422.51145,426.49148,524.32782,454.26561,476.86725,424.56445,448.1365,362.96162,497.05055,391.50062,412.63525,477.61,417.7607,480.00811,466.95763,375.24963,468.091,515.99668,399.75736,390.41532,409.6018,457.05801,416.6488,450.52134,413.94469,413.69503,466.7529,451.92561,381.15705,408.17303,414.2178,471.79428,427.65972,453.96381,458.84765,476.01447,478.44562,374.64129,480.86836,395.6005,503.31606,404.58022,479.97642,457.46728,410.48199,497.74566
442.40054,396.90612,403.37397,401.47746,461.17008,397.00488,445.52193,414.1496,413.97894,386.4242,408.06779,351.75008,385.7064,339.46672,407.69581,386.08907,398.26416,437.93613,408.27543,384.1786,386.42131,447.12807,433.25235,403.26518,389.17277,431.54127,433.58115,406.1202,374.6937,397.27168,369.17751,405.76771,333.55323,355.80778,331.29401,435.67687,380.32478,454.3059,487.30229,431.36596,456.42322,404.85751,473.44086,391.87322,451.51259,368.42288,437.07093,453.93449,430.60893,478.31524
385.77076,367.78604,331.55952,351.37041,415.26013,345.48542,399.15652,395.44288,415.4065,410.80508,329.70535,307.49598,381.50872,385.96817,384.6982,443.2247,362.69833,391.50453,381.50731,351.27775,418.1462,443.66783,355.16261,378.05905,341.9535,420.19004,360.00554,377.96055,384.20365,350.68073,362.39522,429.42341,351.17802,345.7264,368.19334,420.51596,375.32236,398.54793,451.3844,426.48999,411.04629,409.72873,410.65624,353.94795,439.77753,345.67405,427.21675,337.37015,333.47946,431.72658
386.88984,377.26816,362.75123,347.15142,382.41227,300.20666,402.51623,395.59201,386.37209,384.73637,339.41151,333.38213,354.19108,370.299,349.14733,370.69988,387.0405,385.21237,413.70238,310.3096,386.42131,397.66031,403.17497,374.00624,347.84791,379.24823,366.62601,294.43644,374.6937,371.88765,383.63344,405.76771,333.55323,348.23223,353.07645,407.80396,337.68839,365.80088,422.30086,422.81082,349.45895,388.72424,360.15786,313.36412,451.51259,349.03836,382.4296,402.77963,354.24357,420.47891
348.5515,309.65902,351.01578,342.17045,387.26936,301.60627,381.06253,308.86435,366.83837,393.90978,333.60197,299.8766,357.99518,336.07439,363.04704,356.4979,327.16778,381.5019,306.20348,295.05173,361.02702,397.05013,337.2866,339.10495,341.57484,385.82391,320.83937,335.71302,333.34887,350.68073,383.87872,376.64,292.9504,328.31338,342.73671,375.28623,327.84746,349.55033,415.08053,345.96684,367.14238,294.68535,357.88068,321.34088,401.37246,324.6217,380.8029,337.37015,333.47946,294.01976
336.08821,317.23607,293.79072,319.04329,366.35268,279.39687,340.98095,333.08697,277.87822,333.30212,303.12092,266.74049,349.81552,300.107,341.63082,320.34247,338.46326,350.55105,339.38792,294.41594,339.27555,325.81064,285.80255,322.87299,312.96579,328.37476,276.23844,285.6013,317.42622,292.07056,377.01985,297.51936,281.32546,299.80339,337.79954,334.4098,312.19348,354.42449,400.86191,298.52633,326.23592,288.67826,348.66992,287.58495,386.33267,322.04706,364.9884,357.06231,297.01832,339.73967
318.67744,297.93819,265.96774,293.7606,349.56598,287.39698,373.23899,288.21013,319.87855,344.9226,293.86601,261.61153,367.44859,299.75374,314.18411,339.37512,331.94847,340.16599,301.5391,295.05173,342.10493,277.64325,284.77025,298.28796,275.02933,303.44539,313.1164,241.23541,297.07545,319.31815,345.50557,354.41444,293.06549,283.26107,346.3834,339.73313,298.12513,304.78572,337.83565,345.96684,343.46321,295.71742,294.15815,298.61444,339.878,322.78974,380.8029,308.26309,282.79292,285.45084
306.18123,301.13676,200.27643,300.69003,319.66535,245.28945,334.25421,285.02548,262.77182,289.53127,286.44618,237.20475,337.02039,297.06297,302.49952,324.07359,338.46326,314.29024,295.42908,261.90291,326.51706,283.80079,289.95247,294.42794,296.11029,293.04197,265.97975,238.57368,287.62914,294.97782,353.44338,322.92683,257.06716,280.1652,311.1028,303.0051,289.92474,300.90079,322.37705,298.52633,313.33859,226.20655,266.52528,287.58495,301.66873,271.81591,354.41398,311.59073,274.28054,317.3171
309.33187,292.17223,197.53357,291.78819,298.59065,239.95507,309.63332,288.21013,298.90063,298.59504,252.05277,243.01982,327.70542,282.44864,300.94442,316.43882,309.04785,294.63359,309.31759,241.44413,273.00272,286.02313,268.95983,283.67767,271.74062,301.45769,258.05019,241.23541,259.53991,289.63456,316.45999,317.02996,252.82823,236.35342,330.62785,306.30991,289.5102,249.22165,324.93954,296.77109,268.38546,264.29497,280.05125,259.07925,307.83406,273.11765,310.86674,295.40642,272.56277,265.67979
278.75495,294.69355,206.91982,258.53219,267.93687,213.86604,321.99942,264.56407,279.11784,292.68474,263.24365,257.45343,315.42649,251.1326,285.26966,310.40002,264.63337,301.41486,305.85878,241.80622,238.44805,302.87368,269.71766,293.59692,262.2862,270.819,256.2037,244.09643,229.40642,284.5657,316.24962,315.3479,247.03262,261.42144,304.02721,304.36921,262.45261,260.69817,303.07898,268.62391,306.90373,208.10663,238.02029,250.32012,253.87055,255.2049,278.04501,284.6014,267.13953,268.18325
247.93033,273.96293,197.53357,250.69322,272.55939,190.05313,302.91335,230.93203,281.79442,275.79113,232.07514,229.56755,275.73468,244.65757,286.68655,287.09867,270.76706,276.87715,275.08065,191.22535,246.7149,285.99751,262.09717,262.55426,223.63851,265.66208,260.04324,213.60629,248.47949,273.96342,306.27068,279.118,243.28478,239.9141,285.89494,295.3045,277.93062,212.95647,290.83305,252.55096,254.93111,242.87743,257.87578,231.30614,270.30648,264.67786,292.37975,269.38809,228.85958,242.20601
249.45307,260.28252,169.65917,256.51566,267.93687,193.45874,293.41055,233.79335,272.94623,247.37393,219.44278,202.86729,273.31327,228.8167,278.84334,264.57141,239.33804,252.93522,290.94296,197.64834,228.18197,277.05061,252.67648,266.44332,213.45654,236.87085,248.2838,203.46331,219.99074,253.52153,302.90754,260.87109,238.03,222.82475,273.74671,276.32291,235.91658,208.22287,231.04744,242.60065,280.37341,188.42556,207.01611,215.10439,253.87055,223.87558,278.01374,249.89645,235.54635,213.4858
259.51544,245.90797,191.42444,235.3156,250.57486,159.75109,255.59732,226.86752,243.72648,229.43426,212.40143,190.43043,275.73468,230.83808,226.26799,248.15611,262.69086,242.74645,279.90729,213.17832,238.21135,253.803,229.57814,252.28578,207.96227,239.89837,240.71102,189.02979,200.73395,255.92486,282.61373,232.1626,218.87363,233.20372,255.85452,233.98336,251.90612,184.63858,241.90519,237.2885,254.04699,228.50297,230.08671,213.25656,239.65155,235.26404,256.43804,233.22532,225.06174,219.49096
254.19917,231.7998,158.70422,225.28822,238.3953,161.51793,252.95991,227.82141,254.67337,230.77168,207.76964,190.0362,236.45458,232.29383,241.14571,243.05716,241.09818,240.04822,259.49087,188.96979,220.98895,250.74781,238.36232,229.49947,184.66169,224.29929,230.67196,192.20363,190.08858,222.23718,290.70264,237.02596,218.34986,190.39495,240.78021,236.10183,226.12062,196.3586,229.11882,226.53575,254.93111,188.42556,212.91733,193.50968,218.73038,212.99122,221.69791,205.45124,230.04992,214.36988
