Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,Exp_10,Exp_11,Exp_12,Exp_13,Exp_14,Exp_15,Exp_16,Exp_17,Exp_18,Exp_19,Exp_20,Exp_21,Exp_22,Exp_23,Exp_24,Exp_25,Exp_26,Exp_27,Exp_28,Exp_29,Exp_30,Exp_31,Exp_32,Exp_33,Exp_34,Exp_35,Exp_36,Exp_37,Exp_38,Exp_39,Exp_40,Exp_41,Exp_42,Exp_43,Exp_44,Exp_45,Exp_46,Exp_47,Exp_48,Exp_49,Exp_50
-7.7709309,-7.338025,-6.5995253,-7.8101586,-6.6903765,-6.9442675,-7.0129878,-7.0460655,-8.7068988,-7.0626429,-7.4199828,-8.290325,-6.848062,-6.7646022,-7.8867053,-7.3174918,-5.995029,-6.8644643,-6.9239445,-7.4805264,-7.3203974,-7.8337504,-6.4454453,-6.1833807,-7.5864558,-6.8252287,-7.4032405,-7.3424988,-6.6828962,-6.7340988,-6.8716173,-7.0320391,-6.3156981,-6.3512811,-6.500788,-6.8307163,-6.9156229,-6.6993832,-7.0512038,-7.1585664,-7.1958663,-7.2981204,-6.5940911,-6.6899844,-7.9783203,-7.0935152,-7.367384,-7.8096833,-6.8156683,-6.9606322
-5.1006446,-5.3432526,-4.6074016,-4.7365076,-5.1561851,-5.3134961,-5.0560729,-5.9009321,-9.5906844,-7.2052809,-7.863611,-8.9918084,-8.1162419,-7.9429453,-9.1101235,-7.6108831,-8.0711128,-7.0091243,-7.2208552,-7.3277352,-7.4173594,-8.133887,-6.434798,-7.3390243,-7.5032662,-8.2477138,-8.9822442,-8.1662503,-7.60203,-7.9117077,-7.7118635,-9.816991,-7.7126925,-7.7483028,-6.819293,-7.6211354,-7.0106221,-8.5741329,-7.6267271,-7.1556835,-7.0486343,-7.6821772,-8.5364633,-7.8613465,-7.8381727,-7.8586112,-7.8111539,-8.6753101,-7.9639237,-8.2137407
-6.1399517,-5.3498118,-5.3070208,-5.6421149,-5.9953028,-6.2712396,-5.6812339,-4.9649498,-9.8335724,-7.320215,-9.7399598,-9.9372994,-8.1162419,-8.0585702,-9.1101235,-8.8762032,-8.0289222,-7.9609195,-9.063077,-7.9806878,-8.0197657,-8.1701177,-7.2367251,-7.6995646,-9.1670232,-9.4707283,-8.3106032,-8.9662102,-7.5078079,-7.9236019,-8.0180104,-9.816991,-9.414916,-7.4114265,-7.2761812,-8.006955,-7.6916478,-9.0664808,-8.6716593,-8.6601946,-8.3889531,-8.4785137,-9.5147413,-8.021738,-8.2464318,-7.898558,-7.7378123,-8.6753101,-8.1344374,-7.01446
-6.5368324,-5.6078023,-6.4825094,-5.6263064,-5.6322034,-5.9274021,-6.7894975,-5.6486153,-10.209361,-8.7096701,-9.3407347,-9.9372994,-9.270424,-8.0585702,-9.1101235,-9.2529331,-9.1626949,-8.1352046,-9.466432,-9.0875186,-9.0143438,-9.9085182,-8.1178312,-7.8531927,-10.205789,-9.8399815,-8.9822442,-9.1483838,-8.360344,-8.4774134,-9.0318938,-9.2363842,-8.7153115,-9.3107222,-8.070035,-10.049832,-8.2166503,-8.7618089,-8.7296749,-9.1189123,-8.9111528,-8.4995142,-9.1709416,-8.5005988,-8.6636434,-9.2920564,-8.3700745,-9.3261223,-8.7729214,-8.7829536
-6.7254027,-5.8832652,-6.7693846,-5.9882094,-6.0508564,-6.114582,-6.7423736,-6.2067168,-11.429179,-9.3811035,-9.8108087,-10.876127,-9.3558585,-8.7864491,-9.8645889,-9.6730104,-9.1626949,-9.2471026,-9.1085387,-9.1931859,-9.043382,-10.532118,-8.3882956,-9.4419588,-10.205789,-10.215322,-9.7541636,-10.369034,-8.8065418,-9.4601183,-9.2545168,-8.8335676,-9.426309,-9.3107222,-8.3580094,-9.3819711,-8.735882,-9.0273375,-10.314893,-9.5697149,-9.5307536,-9.5008633,-9.7485826,-8.4520206,-9.6975831,-9.7228649,-9.1372775,-10.035075,-9.2737877,-8.8356461
-7.5433822,-7.348685,-6.8837165,-6.8209677,-6.6826799,-7.8465435,-6.7437238,-6.2067168,-11.592789,-8.8847116,-11.49582,-11.782823,-9.5677591,-9.2308685,-10.826392,-10.418043,-10.011277,-10.419006,-9.6610761,-10.131518,-9.7985882,-12.409272,-9.1857821,-9.6046073,-11.01365,-10.989933,-10.341265,-12.002856,-9.4901366,-9.3913399,-9.7292405,-9.4976049,-10.120562,-9.531742,-8.9635686,-10.200376,-10.632579,-10.194128,-10.314893,-10.484591,-10.622566,-10.375828,-9.9185359,-9.6512778,-10.156545,-9.5347099,-9.9479719,-10.382186,-10.081789,-8.8926349
-8.2904492,-7.5432988,-7.1870729,-7.5699029,-6.7019481,-8.0863494,-7.9707739,-6.6751512,-11.353981,-9.481686,-11.314828,-12.902018,-11.063139,-9.737557,-10.582095,-10.75856,-11.177966,-10.623626,-9.909091,-10.995501,-10.685322,-12.409272,-9.8798532,-10.278238,-11.877418,-12.231508,-10.298417,-10.827068,-9.7281803,-10.004412,-10.385215,-10.499498,-10.350057,-10.089586,-10.461545,-10.708221,-9.891015,-10.660407,-11.444944,-12.068716,-10.504194,-11.595921,-10.897304,-9.9803635,-10.126818,-10.454605,-10.386758,-11.487486,-10.60554,-8.9155679
-7.87418,-7.7394236,-7.9649936,-7.9559195,-7.8572359,-8.2710457,-7.9956833,-7.6238991,-12.564124,-10.130452,-11.314828,-13.40848,-12.285446,-10.758597,-10.877188,-11.972162,-11.076766,-10.729558,-10.937236,-11.057796,-10.685322,-12.26237,-10.713678,-10.278238,-11.397307,-13.262243,-12.073813,-11.045777,-11.655445,-10.871592,-10.406273,-11.378718,-11.185207,-12.257686,-9.9353058,-12.294951,-10.88696,-10.820072,-12.428752,-11.391884,-11.318312,-11.413553,-11.547815,-10.370734,-11.413723,-10.55064,-10.535144,-12.849036,-11.193646,-10.313863
-8.68031,-8.3433887,-8.4652099,-7.9493883,-8.285267,-8.4731112,-8.5817396,-7.9441562,-12.171229,-11.034445,-11.768817,-13.798725,-12.009218,-10.82998,-11.301866,-12.683577,-12.314369,-11.329509,-11.345034,-12.736883,-12.310315,-13.346584,-10.245546,-11.062283,-12.216082,-14.173031,-11.888733,-12.043372,-12.079366,-11.784667,-10.789277,-11.26523,-12.464719,-11.061608,-10.455594,-12.075592,-12.084502,-11.53195,-12.886924,-12.743913,-11.467109,-11.979396,-11.995839,-10.834874,-12.081129,-11.424394,-10.5397,-11.487546,-12.016409,-11.552351
-9.3175866,-8.6012803,-8.8989473,-8.7029102,-8.3305175,-9.2025653,-8.6116712,-8.5563442,-12.749098,-11.437323,-11.768817,-14.707927,-12.49426,-11.414577,-11.556622,-13.550895,-13.193592,-13.006236,-11.387963,-12.267356,-11.427159,-13.448503,-11.231656,-11.299477,-12.951765,-14.808346,-12.03279,-12.549206,-12.143566,-11.790569,-10.844722,-12.123927,-13.54245,-12.696928,-12.19082,-14.071563,-11.482117,-13.372804,-13.014605,-13.12603,-12.94024,-13.016592,-11.565661,-11.023336,-12.139963,-11.722205,-11.239222,-12.184644,-12.313702,-10.641066
-9.4481184,-9.0165686,-9.5660465,-10.105547,-10.967743,-9.2025653,-10.15667,-9.1612146,-12.949671,-12.364665,-12.929906,-14.439797,-12.488673,-11.775825,-12.146527,-13.285611,-12.906764,-13.255549,-12.240702,-12.608874,-12.540438,-14.297528,-11.356272,-11.502982,-12.93036,-14.808346,-13.249303,-14.106376,-12.231857,-12.255627,-12.482788,-13.329516,-12.932925,-12.009063,-12.298745,-14.071504,-12.215889,-12.437393,-14.145122,-14.085212,-12.903079,-13.633012,-12.330662,-11.797094,-13.451047,-13.163141,-12.407065,-13.147494,-13.577336,-11.350102
-9.8816171,-10.275649,-9.5341638,-9.2191269,-10.466929,-10.26478,-10.124824,-9.8687375,-13.695533,-12.513855,-13.8818,-15.125369,-13.344231,-12.626594,-12.558402,-14.560814,-13.071771,-13.563848,-12.445002,-12.590041,-13.023238,-14.297528,-12.484125,-12.607891,-14.016747,-14.808346,-13.249303,-13.306162,-14.103718,-12.919904,-12.31347,-13.329516,-13.036661,-12.919812,-12.522929,-13.613541,-12.361064,-13.647028,-13.897942,-14.646338,-13.518066,-14.250063,-12.995383,-12.77609,-13.606893,-12.872274,-12.775819,-13.980696,-13.577336,-12.333541
-9.8816171,-10.499136,-10.211159,-9.8325227,-10.266722,-10.267484,-10.703209,-10.339487,-13.905605,-13.787359,-13.753227,-14.960439,-13.852356,-12.926779,-12.505436,-14.698926,-13.245355,-13.563848,-13.662064,-13.557682,-13.958356,-15.065067,-12.8959,-12.607891,-14.564723,-15.521379,-13.916223,-14.206931,-13.758322,-13.755775,-12.450362,-13.950584,-14.07376,-13.360596,-12.557277,-15.218163,-13.644259,-13.306842,-14.87731,-14.048801,-13.519131,-15.30227,-14.094585,-12.3785,-14.416919,-13.103345,-12.569158,-13.451027,-13.647624,-12.893626
-10.361027,-10.499136,-10.465876,-10.254611,-10.58217,-10.471412,-11.468837,-10.029056,-14.082302,-13.808002,-15.410545,-15.569433,-13.852356,-12.926779,-13.037176,-15.449327,-14.305894,-14.394951,-12.62823,-13.806723,-14.175726,-15.33241,-12.979724,-13.01792,-15.436885,-15.180206,-14.632013,-15.149271,-14.209413,-15.262457,-12.993235,-14.144826,-15.114723,-13.895693,-12.788025,-14.283033,-13.852952,-13.836377,-14.38665,-15.552308,-14.375964,-15.910731,-13.803941,-12.928983,-14.112734,-13.265743,-13.328498,-14.739798,-14.302547,-12.763396
