Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,Exp_10,Exp_11,Exp_12,Exp_13,Exp_14,Exp_15,Exp_16,Exp_17,Exp_18,Exp_19,Exp_20,Exp_21,Exp_22,Exp_23,Exp_24,Exp_25,Exp_26,Exp_27,Exp_28,Exp_29,Exp_30,Exp_31,Exp_32,Exp_33,Exp_34,Exp_35,Exp_36,Exp_37,Exp_38,Exp_39,Exp_40,Exp_41,Exp_42,Exp_43,Exp_44,Exp_45,Exp_46,Exp_47,Exp_48,Exp_49,Exp_50
56133.408,63194.3,60014.344,54046.155,65743.279,57769.963,55145.699,59952.141,62562.028,57883.154,56224.986,62868.313,47379.819,65567.326,56333.746,56710.855,49437.273,41829.361,44204.803,54724.893,69232.937,60373.717,46830.07,53109.767,61864.727,56913.029,62491.574,61962.272,61356.027,59768.294,59756.661,57931.015,60817.388,52371.241,63766.441,52594.209,63104.577,54280.162,54497.628,57329.288,61685.87,63171.075,63006.426,60609.91,60997.938,60006.041,59509.988,64176.517,54887.88,59737.029
55170.714,52629.628,48625.252,54189.278,52416.12,64702.931,57168.858,56148.773,56160.25,52591.401,62510.144,57983.111,59505.101,51942.272,57302.749,53702.289,41228.891,46215.477,49220.091,59146.676,47148.721,56651.273,54393.299,46967.32,61142.207,56630.136,54243.027,53894.406,59737.396,48274.384,52728.058,62360.957,57253.215,50105.791,56753.108,51300.849,55740.246,54262.392,60160.176,58904.264,57935.472,57827.851,59039.968,61368.902,58237.915,53168.717,57625.934,58654.238,56393.783,46850.254
47665.171,52337.44,56687.9,60138.725,54199.138,53193.009,43074.66,53295.925,47874.766,54053.349,42766.15,56780.484,47379.819,50441.689,48500.544,43256.347,45689.132,41829.361,45480.167,47654.621,54044.377,54548.64,50543.059,44542.888,57527.852,52011.745,57035.778,50068.975,53533.21,46809.731,48642.971,58776.883,45485.546,53160.198,51904.773,51767.553,54540.74,53744.83,54355.814,55640.111,51076.06,50175.94,54558.711,56353.69,54097.108,40725.995,59300.252,49761.008,54887.88,47235.118
43477.354,43606.334,46280.679,51788.269,53704.41,50449.73,46380.892,54981.155,36534.019,46653.177,47088.498,52815.477,47379.819,44098.477,52088.421,45313.456,39501.03,38796.203,50951.168,50113.956,46535.165,52160.834,39515.943,46360.583,52904.02,52036.508,46472.783,40397.773,41443.277,44034.998,44735.176,50540.776,39729.793,50511.405,44481.41,47218.982,43924.694,49148.254,45284.439,48243.428,51353.796,48760.543,49029.078,49306.044,54813.598,48847.561,53797.435,51976.392,53105.74,41511.163
36704.869,46684.367,42934.384,52021.225,49383.445,50390.884,28560.768,49347.135,45154.875,47050.226,42766.15,46341.399,44847.129,43653.574,42444.988,46746.005,45689.132,36402.467,45480.167,38690.044,47192.03,46926.258,38580.219,42745.618,51295.184,46224.284,47327.424,45834.721,53466.228,40801.193,45477.521,43346.959,46367.449,38673.625,47149.12,41804.439,46548.34,43581.302,42886.404,49679.701,49437.819,33852.935,46846.435,47697.438,34988.983,48975.977,48848.537,45671.748,42334.125,44057.337
34056.887,43447.062,39524.065,37853.185,44563.975,46858.285,30268.719,47075.57,38497.518,40149.69,39332.807,41846.652,42016.363,38939.615,46567.007,38016.898,39501.03,33081.187,38378.809,43097.762,45582.39,37871.259,40618.845,40641.413,47781.337,46714.43,43189.873,37667.631,39830.678,38507.754,40685.504,48337.693,30949.537,41788.518,36740.756,37217.643,39856.528,35458.704,44893.604,45283.934,41174.29,40316.319,45448.981,42296.763,44715.692,34993.297,42316.097,41268.682,49931.32,43004.323
29841.28,37865.043,44138.217,34596.587,42539.162,41658.648,27020.131,39663.857,37571.623,38664.947,38538.636,36514.839,40167.46,43205.893,44196.863,44414.216,33677.424,31948.234,41221.095,40024.456,41822.722,43180.534,38354.658,38396.183,46859.42,38439.46,41106.748,38036.899,33775.205,39335.642,35566.399,45089.98,41138.145,34922.047,34853.831,40734.711,42846.757,39609.336,43262.021,44455.428,44433.148,34156.115,43507.15,42525.808,32584.753,42153.704,42526.087,36708.496,42338.378,39182.533
32955.798,41775.377,37512.002,29576.117,35173.438,35298.987,27949.721,38219.867,33335.561,38840.157,37823.029,33752.343,37807.635,31895.64,41072.754,35766.175,37470.471,27663.156,38724.199,36718.159,41997.227,34955.668,37676.28,33291.665,42841.354,41451.596,30319.735,33453.925,35829.916,33203.671,35653.197,41037.862,35431.248,35210.201,29480.917,37217.643,39856.528,30641.979,34304.063,39104.828,41027.723,34695.338,44102.338,38698.528,37914.92,34517.229,34864.09,40450.308,38473.821,39563.745
24987.109,35496.051,30822.869,35340.731,34285.556,39924.601,23796.346,34968.459,31333.054,36358.833,31304.389,33018.733,36438.3,36784.655,40041.519,34151.67,29035.867,30367.34,37983.649,35701.141,37044.905,34288.695,28220.34,32824.43,35616.117,31800.374,31364.367,35727.848,33775.205,26399.902,34393.054,40327.247,32727.643,27707.963,30427.063,33292.546,33352.89,33037.581,34619.337,33398.695,35036.79,29385.837,34711.155,38925.6,31831.42,31159.33,32675.877,36761.064,35674.268,33927.645
19302.601,33179.819,33652.99,27336.243,31948.028,35247.596,19910.909,32378.207,29248.936,30438.313,32279.689,31574.351,36595.475,34434.349,36322.821,30442.822,28325.207,25074.601,37064.248,35003.399,35635.948,30537.886,24927.777,33291.665,36051.56,32769.655,30515.932,32269.828,30011.483,28862.378,29031.89,36882.104,31229.259,26499.309,25644.575,31584.491,35755.979,28348.278,30905.081,32108.433,31422.293,24243.871,39337.89,37409.637,34049.303,31289.057,32792.932,30310.358,28700.903,31965.198
