Exp_1,Exp_2,Exp_3,Exp_4,Exp_5,Exp_6,Exp_7,Exp_8,Exp_9,Exp_10,Exp_11,Exp_12,Exp_13,Exp_14,Exp_15,Exp_16,Exp_17,Exp_18,Exp_19,Exp_20,Exp_21,Exp_22,Exp_23,Exp_24,Exp_25,Exp_26,Exp_27,Exp_28,Exp_29,Exp_30,Exp_31,Exp_32,Exp_33,Exp_34,Exp_35,Exp_36,Exp_37,Exp_38,Exp_39,Exp_40,Exp_41,Exp_42,Exp_43,Exp_44,Exp_45,Exp_46,Exp_47,Exp_48,Exp_49,Exp_50
-2825.4134,-2815.8595,-3081.83,-3388.8038,-3569.7444,-3321.2493,-3185.2125,-3036.9396,-3800.9055,-2987.1926,-3426.8697,-3423.7398,-1939.0192,-2354.9479,-3358.7288,-2438.6898,-3281.5579,-3799.8548,-2392.6898,-3275.9856,-3049.827,-2877.4199,-2992.6654,-2339.5331,-3330.9764,-2998.3909,-2854.7149,-2448.599,-2611.165,-4209.1048,-3268.7703,-3188.8556,-2803.2639,-2088.5112,-2807.4073,-2804.852,-2343.0662,-2894.3267,-2084.6608,-2777.4078,-2651.7041,-2437.0478,-2308.7714,-2902.9845,-2679.4853,-3187.6453,-2160.1292,-2883.2406,-2804.3503,-3239.7147
-3293.6687,-4302.8499,-3018.847,-3388.8038,-3404.0665,-3195.6627,-3923.5468,-3072.2222,-3048.0743,-2991.0371,-2927.1262,-3334.6395,-2239.3232,-3281.763,-3423.1936,-3239.4978,-3670.855,-2558.1574,-3331.1222,-3688.3794,-3037.1508,-3397.8511,-3571.3298,-3265.6028,-3906.2054,-3000.9662,-4175.0664,-3037.6284,-2856.0662,-2838.2967,-2578.7901,-3230.3376,-3370.6682,-2470.4557,-3310.4669,-2929.9456,-2658.4619,-3685.8588,-2836.7956,-3196.8133,-3084.8493,-3147.7509,-2531.5478,-3330.0436,-3054.1205,-3240.9045,-3689.8553,-3530.5579,-3353.4253,-3832.9049
-3610.6813,-4302.8499,-3756.8835,-3294.6469,-4008.3919,-4064.4384,-3417.3586,-3190.7705,-4251.6113,-4492.7228,-3414.4038,-3925.0629,-2986.2862,-3251.8203,-4225.9929,-3432.2005,-3590.6257,-4098.4661,-3271.9108,-4446.2973,-2984.178,-3801.9795,-4504.1819,-3110.9039,-4327.1273,-4518.1581,-3449.3683,-3694.07,-3501.4865,-4012.6844,-4038.3795,-3484.2984,-3546.2276,-3261.3542,-3447.7238,-3881.8415,-3404.3656,-3298.6637,-3233.2796,-3372.4916,-3989.3508,-2994.7816,-3274.3264,-4008.1419,-3583.0872,-4338.5791,-3223.4448,-3871.1871,-3322.5388,-4340.1081
-3759.0399,-4302.8499,-4387.2272,-3526.3255,-5007.7806,-4662.5964,-4423.5525,-3828.6198,-4837.5179,-4529.312,-4571.1878,-4196.2425,-3681.2202,-3659.368,-4665.4251,-4072.4613,-3991.8053,-3725.8179,-3271.9108,-4431.1643,-3894.0388,-4006.8568,-4427.0981,-4257.8971,-3799.6819,-3959.0823,-3303.2588,-3694.07,-3249.2252,-3337.7842,-4038.3795,-3952.6351,-3380.5191,-4170.5542,-4359.2265,-3780.3244,-4023.1893,-4237.2729,-3196.064,-3835.5669,-4141.4502,-3180.2497,-3626.5723,-3950.7188,-3583.0872,-4485.7624,-3547.3814,-4318.2372,-3766.7196,-4207.3317
-4202.8398,-5239.7464,-4387.2272,-4170.7536,-4791.2838,-3576.7818,-4701.7441,-3807.5487,-4506.4537,-4010.5798,-3678.489,-4492.9449,-3602.9506,-3912.7838,-5561.9428,-4948.8044,-4082.3235,-3846.1101,-3615.0586,-4506.9872,-3777.2063,-4883.0945,-4478.3849,-4218.6666,-3987.3855,-3518.9959,-3617.6819,-4170.3457,-3928.2563,-4347.0168,-4258.6923,-4582.2612,-4093.504,-4310.2448,-4224.6745,-3276.109,-3456.6742,-4760.9591,-3436.2043,-3997.2739,-4378.3852,-3915.0536,-3953.5848,-4326.1172,-3584.6419,-3680.7475,-3862.7555,-5588.6227,-4064.5078,-4593.3165
-4202.8398,-5392.0991,-5034.8917,-4373.961,-5934.5604,-3814.454,-4869.4255,-3591.1555,-4781.4318,-4235.1768,-3678.489,-4270.1952,-4189.46,-3504.5472,-5016.1978,-4618.584,-3991.8053,-4227.6619,-4071.1949,-4819.2775,-3870.263,-4969.7854,-4613.0983,-4466.3632,-3987.3855,-3348.7356,-3690.4612,-4875.5588,-4597.4728,-4347.0168,-4631.5216,-4883.787,-4573.5427,-4299.3296,-4462.6512,-3397.1674,-3595.269,-5016.5715,-3933.2306,-3997.2739,-4683.2572,-4151.6243,-4123.7731,-4326.1172,-4227.5802,-4631.7618,-3684.6453,-4978.3539,-4790.6294,-4873.0097
-4621.7991,-5392.0991,-5068.8156,-4180.3649,-5934.5604,-4211.1759,-4869.4255,-3734.2584,-5104.7306,-4613.5981,-3886.0703,-4778.5708,-5023.9465,-3732.8825,-5210.2273,-5128.9054,-4608.3973,-4752.3378,-3554.6295,-5274.7102,-4191.9873,-5184.2738,-4826.3257,-5098.7274,-4319.9506,-3518.9959,-3760.8545,-4653.1142,-4371.3604,-4540.9393,-4480.6797,-5423.4975,-4292.127,-5152.803,-5206.0372,-3614.0769,-4008.6721,-4644.6635,-3896.5614,-4167.1627,-4743.9199,-3977.4518,-4739.2614,-4833.7007,-4359.5376,-4034.0019,-4330.27,-5686.7895,-4837.555,-5064.119
-4930.5398,-5804.6988,-5168.361,-4730.1598,-5307.1941,-4179.2994,-4728.2783,-3890.175,-4710.1329,-4591.4447,-3886.0703,-4992.4603,-4828.8811,-3572.4276,-5141.883,-5584.4002,-4479.7525,-4752.3378,-3545.7916,-4927.9357,-4643.3411,-5653.4035,-5111.6492,-5387.0233,-4319.9506,-3680.192,-4184.2533,-4903.6493,-4930.8527,-5278.6219,-4580.1196,-5518.7237,-4840.1259,-5411.7353,-5615.7505,-3796.136,-4282.0264,-4762.9999,-3890.851,-4502.1934,-4970.4355,-4712.2557,-4964.4896,-5046.2664,-4263.5241,-4099.2078,-4582.309,-5697.057,-5227.5294,-5211.809
-4772.3096,-5768.5452,-5726.1788,-4730.1598,-6136.0293,-4662.5964,-4626.0155,-4126.3077,-5349.3052,-4719.2112,-4073.569,-4900.8299,-5363.428,-3732.8825,-5504.7158,-5461.7022,-4692.9357,-4848.2234,-3709.2574,-5135.7751,-4476.2105,-6092.0767,-5487.4034,-5700.0747,-4402.1248,-3953.7716,-3856.909,-5514.735,-5343.4989,-5772.6616,-4636.8604,-6467.4518,-4840.1259,-5569.3817,-5261.4574,-4041.9628,-4448.1905,-5136.2625,-4142.5172,-4402.8004,-5245.0548,-4712.2557,-4711.0446,-4822.2498,-4675.5668,-4201.2323,-4306.9568,-6394.0447,-5519.6018,-5339.2852
-5587.0933,-5705.4636,-6007.9972,-4483.4341,-6139.1104,-4666.1001,-5045.6122,-4232.5767,-5082.7093,-5229.6769,-4166.0667,-5133.8988,-5737.4248,-4283.6784,-6009.1507,-6278.3471,-4870.0077,-5097.1916,-4024.3783,-5151.6969,-4906.3271,-6096.9786,-5316.2174,-5700.0747,-4659.2908,-3721.636,-4365.6004,-5677.1864,-5569.9947,-5888.9234,-4868.7791,-6654.7226,-5237.0145,-5493.0096,-5807.8955,-4567.3782,-4846.4886,-5108.7067,-4197.7928,-4315.6555,-5190.0357,-4497.5249,-5106.7268,-4433.7377,-4981.2673,-4619.6926,-4801.9139,-6503.0999,-5519.6018,-5519.9397
-5050.2319,-5783.3446,-5626.6675,-4507.2303,-5895.2044,-4588.8843,-5080.0759,-4241.7752,-5349.3052,-4938.5103,-4102.2989,-5360.5543,-5594.3648,-4123.0681,-5547.847,-5930.46,-4776.7679,-5280.9201,-4011.8273,-5552.7594,-5185.0367,-6096.9786,-6085.6131,-6191.1966,-4956.5695,-4017.56,-4680.2449,-5825.1511,-5514.0019,-6021.3281,-5304.7519,-6110.7905,-5237.0145,-6107.2271,-5900.8106,-4280.4453,-5329.5492,-5717.1353,-4237.3034,-4478.7759,-5265.0067,-4671.6236,-5870.806,-5003.9136,-5101.6365,-4619.3196,-4826.7962,-6459.5414,-5868.8929,-5562.6057
-5364.3667,-5728.6107,-5957.6443,-4539.5227,-6136.0293,-4898.7594,-5263.7881,-4526.8458,-5861.9214,-5441.4147,-4160.3875,-4967.1827,-6183.7054,-4134.7413,-6014.7391,-6309.2112,-4967.8972,-4932.2773,-3873.5686,-5474.5947,-5138.4866,-6588.059,-5957.6341,-6805.9017,-4807.2419,-4252.9893,-4365.5613,-5825.1511,-5514.0019,-6335.6949,-5099.3582,-6830.2983,-5347.4442,-6037.6149,-5807.8955,-4405.1241,-5114.3503,-5654.7961,-4639.0961,-4468.1509,-5600.8007,-4747.3524,-5621.4732,-4884.0248,-4919.1145,-4730.5999,-4837.9345,-6832.4764,-6204.9549,-5911.4166
